# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210362
UNGROUPED	19443587.800113596
UNGROUPED|s__Actinomyces_SGB17132.t__SGB17132_group	327.7776960906
UNGROUPED|s__Actinomyces_bouchesdurhonensis.t__SGB17152	1022.7032403095
UNGROUPED|s__Actinomyces_dentalis.t__SGB15877	582.4638920935
UNGROUPED|s__Actinomyces_graevenitzii.t__SGB17130_group	815.8047665574
UNGROUPED|s__Actinomyces_naeslundii.t__SGB15888	314.4392076517
UNGROUPED|s__Actinomyces_oris.t__SGB15878	765.7813248415
UNGROUPED|s__Actinomyces_sp_ICM47.t__SGB17167_group	682.5989219124
UNGROUPED|s__Actinomyces_sp_ICM58.t__SGB17169	1839.2827531416
UNGROUPED|s__Actinomyces_sp_oral_taxon_448.t__SGB15872	194.8821289263
UNGROUPED|s__Actinomyces_sp_ph3.t__SGB17137_group	505.2375196634
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	10746.8057183198
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	19022.0927350247
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	11025.0619934769
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	21662.6834844506
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	966.2659806861
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	52783.8264975152
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	161713.2210916803
UNGROUPED|s__Blautia_faecis.t__SGB4820	8350.6090353319
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	2262.6854542144
UNGROUPED|s__Blautia_hansenii.t__SGB4798	9471.4816064319
UNGROUPED|s__Blautia_luti.t__SGB4832	11528.7554041687
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	34344.3167050152
UNGROUPED|s__Blautia_obeum.t__SGB4810	5118.384562762
UNGROUPED|s__Blautia_obeum.t__SGB4811	7133.1364818543
UNGROUPED|s__Blautia_producta.t__SGB4791	1587.112440982
UNGROUPED|s__Blautia_schinkii.t__SGB4825	10777.3538996338
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	27663.0795569704
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	2383.3610486347
UNGROUPED|s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1.t__SGB19882	84.606740874
UNGROUPED|s__Cellulomonas_flavigena.t__SGB17151	399.61380800530003
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	219.5197758328
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q3526.t__SGB4703	394.1642043096
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	1907.2198410793999
UNGROUPED|s__Clostridium_fessum.t__SGB4705	2165.9000079947
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	13749.5396804833
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	668.0542670940999
UNGROUPED|s__Clostridium_sp_NSJ_42.t__SGB6174	2141.5365110941
