# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210370
UNGROUPED	18962307.18709806
UNGROUPED|s__Actinomyces_graevenitzii.t__SGB17130_group	92.3644989972
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	27079.8652177928
UNGROUPED|s__Allisonella_histaminiformans.t__SGB5843	653.5128447307
UNGROUPED|s__Amedibacillus_dolichus.t__SGB4035	4177.7572925023
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	15887.7120261869
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	17424.9275383564
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	4272.6334011736
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	1946.9383974298
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	3596.7441411056
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	1591.0030547972
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	1843.5141758297
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	2358.529368001
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	28812.9350481816
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	10708.7731386775
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	1720.5967165941
UNGROUPED|s__Blautia_argi.t__SGB4797	7985.5102486277
UNGROUPED|s__Blautia_caecimuris.t__SGB4862	4984.8002575845
UNGROUPED|s__Blautia_faecis.t__SGB4820	4740.3312268726
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	3686.2109723713
UNGROUPED|s__Blautia_hansenii.t__SGB4798	9149.5627940022
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	36605.7192175648
UNGROUPED|s__Blautia_obeum.t__SGB4810	4120.6173886948
UNGROUPED|s__Blautia_obeum.t__SGB4811	5114.6159231034
UNGROUPED|s__Blautia_producta.t__SGB4791	10538.4567808734
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	9495.1852989595
UNGROUPED|s__Blautia_stercoris.t__SGB4788	6086.5553640776
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	11386.7081283648
UNGROUPED|s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1.t__SGB19882	75.4052107131
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	13670.4820989388
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4721	1476.387842494
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q3526.t__SGB4703	2058.0985888863
UNGROUPED|s__Clostridiales_bacterium.t__SGB15159	605.0593348726
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	2308.4498673498
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	4722.5452122762
UNGROUPED|s__Clostridium_SGB6173.t__SGB6173	3267.1795205941
UNGROUPED|s__Clostridium_SGB6179.t__SGB6179	541.0458754003
UNGROUPED|s__Clostridium_butyricum.t__SGB4037	1004.6749587381
UNGROUPED|s__Clostridium_fessum.t__SGB4705	8593.0111847648
UNGROUPED|s__Clostridium_sp_AF27_2AA.t__SGB4712	1377.4671246005
UNGROUPED|s__Clostridium_sp_AM33_3.t__SGB4711	2113.6620401636
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	2829.2895578341
UNGROUPED|s__Collinsella_SGB14745.t__SGB14745	1003.4238635643
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	38819.5903251462
UNGROUPED|s__Collinsella_tanakaei.t__SGB14737	9003.9638547305
UNGROUPED|s__Coprococcus_catus.t__SGB4670	704.1745099166
UNGROUPED|s__Coprococcus_comes.t__SGB4577	24589.1979504286
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	720.9147014132
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	13937.3426508446
UNGROUPED|s__Dorea_longicatena.t__SGB4581	9865.0704578063
UNGROUPED|s__Dorea_longicatena.t__SGB4582	8999.775033694
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	4509.3196557582
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	906.176739164
UNGROUPED|s__Enterococcus_faecium.t__SGB7968	628.9502597289
UNGROUPED|s__Escherichia_coli.t__SGB10068	17497.2073113328
UNGROUPED|s__Eubacterium_ramulus.t__SGB4960	30033.545947959
UNGROUPED|s__Eubacterium_sp_AF34_35BH.t__SGB5051	7922.9100857474
UNGROUPED|s__Eubacterium_sp_NSJ_61.t__SGB4040	4766.8399749557
UNGROUPED|s__Eubacterium_sulci.t__SGB3934_group	61.1641439026
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	51338.412919641996
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	2710.9476524764
UNGROUPED|s__Faecalimonas_umbilicata.t__SGB4583	7342.8814870474
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	1199.3371918946
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	41752.3349458893
UNGROUPED|s__Fusobacterium_mortiferum.t__SGB6031	1289.2792419775
UNGROUPED|s__GGB3109_SGB4119.t__SGB4119	5382.1788709904
UNGROUPED|s__GGB3363_SGB4447.t__SGB4447	2324.2875303885
UNGROUPED|s__GGB3606_SGB4870.t__SGB4870	25283.521415476
UNGROUPED|s__GGB3740_SGB5076.t__SGB5076	655.1288237796
UNGROUPED|s__GGB3828_SGB5197.t__SGB5197	186.6568725579
UNGROUPED|s__Hydrogenoanaerobacterium_SGB53821.t__SGB53821	538.7161453159
UNGROUPED|s__Klebsiella_pneumoniae.t__SGB10115	2324.1765083473
UNGROUPED|s__Lacrimispora_amygdalina.t__SGB4716	345.4654836753
UNGROUPED|s__Lactobacillus_gasseri.t__SGB7038	633.28277615
UNGROUPED|s__Lactobacillus_johnsonii.t__SGB7041	2411.3467059124
UNGROUPED|s__Ligilactobacillus_salivarius.t__SGB7082	445.4101704821
UNGROUPED|s__Limosilactobacillus_mucosae.t__SGB7088_group	1523.1134813344
UNGROUPED|s__Limosilactobacillus_reuteri.t__SGB7095	2620.3210631162
UNGROUPED|s__Longicatena_caecimuris.t__SGB4041	2017.5591007331
UNGROUPED|s__Mediterraneibacter_glycyrrhizinilyticus.t__SGB4606	4308.5050981711
UNGROUPED|s__Megasphaera_elsdenii.t__SGB5862	370.5023925897
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	1988.2038592706
UNGROUPED|s__Parabacteroides_merdae.t__SGB1949	1921.5151725625
UNGROUPED|s__Phascolarctobacterium_faecium.t__SGB5792	6625.015809799
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	34626.5801359499
UNGROUPED|s__Romboutsia_timonensis.t__SGB6148	2690.4652598276
UNGROUPED|s__Roseburia_faecis.t__SGB4925	19483.0726067041
UNGROUPED|s__Roseburia_inulinivorans.t__SGB4940	37150.1453005358
UNGROUPED|s__Rothia_mucilaginosa.t__SGB16971_group	201.5097220082
UNGROUPED|s__Ruminococcus_bromii.t__SGB4285	33817.6921350885
UNGROUPED|s__Ruminococcus_gnavus.t__SGB4584	63220.9758260678
UNGROUPED|s__Ruminococcus_sp_AF13_28.t__SGB4834	59318.1271953566
UNGROUPED|s__Ruminococcus_torques.t__SGB4608	1851.1366223925
UNGROUPED|s__Ruthenibacterium_lactatiformans.t__SGB15271	462.7509468393
UNGROUPED|s__Sarcina_ventriculi.t__SGB6190	5116.9476378441
UNGROUPED|s__Slackia_SGB14781.t__SGB14781	4275.3545063156
UNGROUPED|s__Streptococcus_anginosus.t__SGB8028_group	466.8588976427
