# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210342
UNGROUPED	32797753.9973988
UNGROUPED|s__Actinomyces_sp_ICM58.t__SGB17169	157.502494791
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	848.7828096164
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	3442.7956868659
UNGROUPED|s__Akkermansia_muciniphila.t__SGB9226	24504.5875458525
UNGROUPED|s__Alistipes_communis.t__SGB2290	982.3059207344
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	1565.7994774602
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	1698.6233706861
UNGROUPED|s__Alistipes_indistinctus.t__SGB2325	10869.4871739124
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	2167.9322947711
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	21753.5019730638
UNGROUPED|s__Alistipes_senegalensis.t__SGB2296	3741.5207043535
UNGROUPED|s__Alistipes_shahii.t__SGB2295	4009.3151565721
UNGROUPED|s__Alistipes_sp_AF17_16.t__SGB2326	1159.9160207307
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	9891.0661035125
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	4887.3094490938
UNGROUPED|s__Anaeromassilibacillus_sp_An250.t__SGB14894	2306.9208370025
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	5577.6044208943
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	653.9353005272
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	1387.5361269776
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	1146.2049935929
UNGROUPED|s__Bacteroides_intestinalis.t__SGB1845	5830.6499219938
UNGROUPED|s__Bacteroides_oleiciplenus.t__SGB1850	1509.9997426507
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	2523.8838798174
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	3383.8921181967
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	1315.0607260402
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	15067.0724039736
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	2299.0182450969
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	5733.5400324163
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	8804.9684548187
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	11466.0043430479
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	3102.154582908
UNGROUPED|s__Blautia_SGB4815.t__SGB4815	2781.8722078635
UNGROUPED|s__Blautia_faecicola.t__SGB4867	2085.7571745406
UNGROUPED|s__Blautia_faecis.t__SGB4820	9887.5767151131
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	2009.2950326637
UNGROUPED|s__Blautia_luti.t__SGB4832	7283.2037649136
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	6142.3170658528
UNGROUPED|s__Blautia_obeum.t__SGB4810	6183.0111633236
UNGROUPED|s__Blautia_obeum.t__SGB4811	5818.0172571811
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	5065.134023374
UNGROUPED|s__Blautia_sp_OF03_15BH.t__SGB4779	1530.0135452428
UNGROUPED|s__Blautia_stercoris.t__SGB4788	1810.6233696558
UNGROUPED|s__Blautia_wexlerae.t__SGB4831	1785.6820352309
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	12350.9643491776
UNGROUPED|s__Butyricimonas_faecalis.t__SGB1782	2901.8708210344
UNGROUPED|s__Butyricimonas_virosa.t__SGB1784	629.658282183
UNGROUPED|s__Candidatus_Allobutyricicoccus_pentlandensis.t__SGB14180	1166.5126697084
UNGROUPED|s__Candidatus_Avimonas_narfia.t__SGB14941	101.8988229429
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	6820.1603075633
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	4106.5850607232
