# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210355
UNGROUPED	18080456.891585097
UNGROUPED|s__Actinomyces_SGB17132.t__SGB17132_group	415.3738887792
UNGROUPED|s__Actinomyces_SGB17163.t__SGB17163_group	1159.5770142992
UNGROUPED|s__Actinomyces_SGB17168.t__SGB17168	1146.1430792845
UNGROUPED|s__Actinomyces_bouchesdurhonensis.t__SGB17152	1196.3905904087
UNGROUPED|s__Actinomyces_graevenitzii.t__SGB17130_group	132.2806836892
UNGROUPED|s__Actinomyces_oris.t__SGB15878	387.2358149229
UNGROUPED|s__Actinomyces_sp_ICM47.t__SGB17167_group	297.804233329
UNGROUPED|s__Actinomyces_sp_ICM58.t__SGB17169	280.8154145614
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	14314.4759521435
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	205.562598597
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	36279.4137354471
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	11000.6133509298
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	32547.3861523836
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	7259.3480052395
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	30892.3514780482
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	228060.0987653191
UNGROUPED|s__Blautia_SGB4815.t__SGB4815	7970.5402625151
UNGROUPED|s__Blautia_faecis.t__SGB4820	11277.1945246717
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	3003.5481303239
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	27774.5898883864
UNGROUPED|s__Blautia_obeum.t__SGB4810	8882.4422218221
UNGROUPED|s__Blautia_obeum.t__SGB4811	9621.9596946466
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	12371.0607217065
UNGROUPED|s__Blautia_sp_OF03_15BH.t__SGB4779	7155.6988757052
UNGROUPED|s__Blautia_stercoris.t__SGB4788	9148.9782570067
UNGROUPED|s__Blautia_wexlerae.t__SGB4831	6234.3734121872
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	64214.3688739748
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	10378.7072986783
UNGROUPED|s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1.t__SGB19882	56.304247564
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	1301.5261747018
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	155.9771569498
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	3688.0178804361
UNGROUPED|s__Clostridium_butyricum.t__SGB4037	1156.6250368413
UNGROUPED|s__Clostridium_fessum.t__SGB4705	1632.068461331
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	1072.9143571217
UNGROUPED|s__Clostridium_sp_AM42_4.t__SGB4709	5958.4064938635
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	381.1597970824
UNGROUPED|s__Coprococcus_catus.t__SGB4670	2117.8953153665
UNGROUPED|s__Coprococcus_comes.t__SGB4577	8758.5458980392
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	14128.5389772229
UNGROUPED|s__Dorea_longicatena.t__SGB4582	20882.9525367232
UNGROUPED|s__Dorea_sp_AF24_7LB.t__SGB4571	13325.2843319757
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	3040.2365963487
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	7827.2300732616
UNGROUPED|s__Erysipelatoclostridium_ramosum.t__SGB6744	6716.4082100537
UNGROUPED|s__Eubacterium_ramulus.t__SGB4959	6306.2088868581
UNGROUPED|s__Eubacterium_sulci.t__SGB3934_group	239.4097464017
UNGROUPED|s__Ezakiella_SGB6726.t__SGB6726	112.3139788922
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	1132.9559727869
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	1271.9686221567
UNGROUPED|s__Firmicutes_bacterium_AF16_15.t__SGB4993	1343.5279416887
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	8053.6739757529
UNGROUPED|s__GGB3109_SGB4121.t__SGB4121	1076.3794014483
UNGROUPED|s__GGB3740_SGB5076.t__SGB5076	400.2261396874
UNGROUPED|s__GGB51441_SGB71759.t__SGB71759	1482.2700121444
UNGROUPED|s__GGB9730_SGB15291.t__SGB15291	4702.0771877088
UNGROUPED|s__GGB9760_SGB15373.t__SGB15373	538.6710949499
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	23015.733639397
UNGROUPED|s__Gordonibacter_pamelaeae.t__SGB14807	1971.1575110078
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4781	352.6244534332
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4782	937.0496271188
