# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210372
UNGROUPED	21386537.820731003
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	4139.1217245421
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	1955.7564854314
UNGROUPED|s__Akkermansia_muciniphila.t__SGB9226	1280.4393911413
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	111.8901690387
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	525.3127966008
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	1199.9177244951
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	17692.3856279042
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	9458.9163972749
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	12127.6689183751
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	1061.5808770728
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	595.8312618865
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	468.8651266007
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	1066.3691139127
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	3938.1197102431
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	228.7040791798
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	67315.4623666221
UNGROUPED|s__Bifidobacterium_animalis.t__SGB17278	2997.2082769482
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	20991.2708367617
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	23060.0700801153
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	6883.0191853048
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	303.8901673491
UNGROUPED|s__Blautia_SGB4815.t__SGB4815	8393.8400599407
UNGROUPED|s__Blautia_faecis.t__SGB4820	9184.1902702161
UNGROUPED|s__Blautia_glucerasea.t__SGB4804	2141.3200123464
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	2601.1342753197
UNGROUPED|s__Blautia_hydrogenotrophica.t__SGB4677	3426.661282638
UNGROUPED|s__Blautia_luti.t__SGB4832	11296.436826173
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	15583.4869231575
UNGROUPED|s__Blautia_obeum.t__SGB4810	5390.9330605099
UNGROUPED|s__Blautia_obeum.t__SGB4811	18671.7649665
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	12990.794596345
UNGROUPED|s__Blautia_sp_OF03_15BH.t__SGB4779	3863.395178064
UNGROUPED|s__Blautia_wexlerae.t__SGB4831	3504.0819684669
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	40973.6498505712
UNGROUPED|s__Butyricicoccus_sp_AM29_23AC.t__SGB14991	1317.0461999927
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	30641.8550028428
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	18325.4504758556
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4721	556.2105069201
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	1874.9435350109
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	1091.9488543866
