# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210377
UNGROUPED	20002860.28099975
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	1355.4876944721
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	4561.9281012596
UNGROUPED|s__Alistipes_indistinctus.t__SGB2325	324.4972056379
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	917.5446253288
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	8317.8226715898
UNGROUPED|s__Alistipes_shahii.t__SGB2295	2900.522401418
UNGROUPED|s__Allisonella_histaminiformans.t__SGB5843	1512.9598066263
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	9128.3185699474
UNGROUPED|s__Anaerosacchariphilus_sp_NSJ_68.t__SGB4772	1414.0236780851
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	5788.4351996564
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	3882.9822141146
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	4784.462571793
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	8428.8197699765
UNGROUPED|s__Bacteroides_fragilis.t__SGB1853	2097.0562031401
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	7449.7182659476
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	11437.239142109
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	3558.0761420655
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	3626.9574019172
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	7516.6447628663
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	2786.2714996196
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	15157.4363134233
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	12590.1733283623
UNGROUPED|s__Blautia_SGB4815.t__SGB4815	3144.3205746381
UNGROUPED|s__Blautia_faecis.t__SGB4820	3140.9938711981
UNGROUPED|s__Blautia_luti.t__SGB4832	6801.5895983539
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	9335.195683008
UNGROUPED|s__Blautia_obeum.t__SGB4810	1620.8157704765
UNGROUPED|s__Blautia_obeum.t__SGB4811	2353.490186428
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	5378.5682520371
UNGROUPED|s__Blautia_sp_OF03_15BH.t__SGB4779	1570.087442913
UNGROUPED|s__Blautia_stercoris.t__SGB4788	3119.3814201742002
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	15072.5516120807
UNGROUPED|s__Butyricicoccus_sp_AM29_23AC.t__SGB14991	793.3843714326
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	22275.234608703
UNGROUPED|s__Clostridia_bacterium_UC5_1_1D1.t__SGB14995	1579.0322254787
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	2114.8623574245
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4770	2297.1004718727
UNGROUPED|s__Clostridiaceae_bacterium_AF18_31LB.t__SGB4767	4197.791108512
UNGROUPED|s__Clostridiaceae_unclassified_SGB4771.t__SGB4771	1438.6341079501
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	812.3355014913
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	6754.8700922622
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	3065.9044752864
UNGROUPED|s__Clostridium_fessum.t__SGB4705	4001.4820042725
UNGROUPED|s__Clostridium_leptum.t__SGB14853	3394.1438246258
UNGROUPED|s__Clostridium_sp_AF20_17LB.t__SGB4714	2155.5459037447
UNGROUPED|s__Clostridium_sp_AF34_10BH.t__SGB4914	1346.6014346896
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	20358.3795735747
UNGROUPED|s__Clostridium_sp_AM33_3.t__SGB4711	3118.6959895379
UNGROUPED|s__Coprococcus_catus.t__SGB4670	1837.0405347636
UNGROUPED|s__Coprococcus_comes.t__SGB4577	5605.4631571602
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	5094.5315696222
UNGROUPED|s__Dorea_longicatena.t__SGB4581	6427.51824425
UNGROUPED|s__Dorea_longicatena.t__SGB4582	3547.0815056591
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	1723.4582522804
UNGROUPED|s__Dysosmobacter_sp_BX15.t__SGB15053	1594.1847143293
UNGROUPED|s__Dysosmobacter_welbionis.t__SGB15078	360.5679098266
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	2789.6306293127
UNGROUPED|s__Escherichia_coli.t__SGB10068	175.0800021453
UNGROUPED|s__Eubacteriaceae_bacterium.t__SGB3958	696.8490283498
UNGROUPED|s__Eubacterium_ramulus.t__SGB4959	1351.6316538595
UNGROUPED|s__Eubacterium_ramulus.t__SGB4960	8453.6473585908
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	59539.4814427755
UNGROUPED|s__Eubacterium_sp_AF34_35BH.t__SGB5051	8145.250953563
UNGROUPED|s__Eubacterium_ventriosum.t__SGB5045	899.9121223115
UNGROUPED|s__Evtepia_gabavorous.t__SGB15120	1910.6470259717
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	1634.925763868
UNGROUPED|s__Faecalibacterium_SGB15315.t__SGB15315	5487.3734490364
UNGROUPED|s__Faecalibacterium_SGB15346.t__SGB15346	23699.1512425404
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	12812.9845187299
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15317	5736.1410294403
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15318	23308.7723965974
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15322	56520.8632040454
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15323	31841.3152235769
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	34480.1718866739
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	37154.997468243
UNGROUPED|s__Faecalicatena_fissicatena.t__SGB4871	1719.5491821902
UNGROUPED|s__Firmicutes_bacterium_AF16_15.t__SGB4993	1027.2802713656
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	1141.3389361888
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	21155.0110993775
UNGROUPED|s__GGB3109_SGB4121.t__SGB4121	545.570594186
UNGROUPED|s__GGB3363_SGB4447.t__SGB4447	10887.9086106283
UNGROUPED|s__GGB3524_SGB4704.t__SGB4704	8781.1770651347
UNGROUPED|s__GGB3570_SGB4777.t__SGB4777	654.9747859735
UNGROUPED|s__GGB3828_SGB5197.t__SGB5197	367.5172820601
UNGROUPED|s__GGB51441_SGB71759.t__SGB71759	1216.5063198123
UNGROUPED|s__GGB52130_SGB14966.t__SGB14966	1329.4549288389999
UNGROUPED|s__GGB58485_SGB80143.t__SGB80143	287.2001642134
UNGROUPED|s__GGB9468_SGB14861.t__SGB14861	302.3735813629
UNGROUPED|s__GGB9581_SGB14999.t__SGB14999	2181.6350604619
UNGROUPED|s__GGB9614_SGB15049.t__SGB15049	2384.3438349934
UNGROUPED|s__GGB9616_SGB15051.t__SGB15051	3325.3852998723
UNGROUPED|s__GGB9616_SGB15052.t__SGB15052	625.3035353106
UNGROUPED|s__GGB9627_SGB15081.t__SGB15081	4580.5826164945
UNGROUPED|s__GGB9707_SGB15229.t__SGB15229	1883.6601937373
UNGROUPED|s__GGB9715_SGB15260.t__SGB15260	3853.7852151251
UNGROUPED|s__GGB9715_SGB15265.t__SGB15265	4355.5364166244
UNGROUPED|s__GGB9719_SGB15273.t__SGB15273	1130.5615133654
UNGROUPED|s__GGB9730_SGB15291.t__SGB15291	3164.7138328839
UNGROUPED|s__GGB9759_SGB15370.t__SGB15370	3757.945373077
UNGROUPED|s__GGB9760_SGB15373.t__SGB15373	922.3139412156
UNGROUPED|s__Gemmiger_SGB15295.t__SGB15295	2944.0696435801
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	12692.0935648039
UNGROUPED|s__Gordonibacter_pamelaeae.t__SGB14807	805.6935879262
UNGROUPED|s__Haemophilus_parainfluenzae.t__SGB9663_group	421.0214623551
UNGROUPED|s__Lachnospira_eligens.t__SGB5082	8409.0742493764
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4781	1091.1799751619
UNGROUPED|s__Lachnospiraceae_bacterium_AM48_27BH.t__SGB4706	3673.5782418458
UNGROUPED|s__Lachnospiraceae_bacterium_Marseille_Q4251.t__SGB4780	834.1500737634
UNGROUPED|s__Lacrimispora_amygdalina.t__SGB4716	2781.7007256461
UNGROUPED|s__Lacrimispora_celerecrescens.t__SGB4868	3676.4609661246
UNGROUPED|s__Mediterraneibacter_butyricigenes.t__SGB25493	2500.4182084945
UNGROUPED|s__Odoribacter_splanchnicus.t__SGB1790	1533.3186162446
UNGROUPED|s__Oscillibacter_sp_ER4.t__SGB15254	16944.2601411975
UNGROUPED|s__Oscillospiraceae_bacterium_Marseille_Q3528.t__SGB4778	762.9145065042
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	10296.7559559067
UNGROUPED|s__Paraprevotella_clara.t__SGB1798	16268.4776815667
UNGROUPED|s__Parasutterella_SGB9260.t__SGB9260	10609.9897395473
UNGROUPED|s__Phascolarctobacterium_faecium.t__SGB5792	17655.7945699228
UNGROUPED|s__Phocaeicola_dorei.t__SGB1815	8430.4641229309
UNGROUPED|s__Phocaeicola_massiliensis.t__SGB1812	9621.7308398027
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	31510.4850864444
UNGROUPED|s__Prevotella_copri_clade_A.t__SGB1626	44199.0410037418
UNGROUPED|s__Romboutsia_timonensis.t__SGB6148	573.3413408601
UNGROUPED|s__Roseburia_inulinivorans.t__SGB4940	3557.1296007713
UNGROUPED|s__Roseburia_sp_AM23_20.t__SGB4950	5289.8032685758
UNGROUPED|s__Ruminococcus_sp_AF13_28.t__SGB4834	9367.8501419817
UNGROUPED|s__Ruminococcus_sp_AF46_10NS.t__SGB4824	5644.4472098616
UNGROUPED|s__Ruminococcus_sp_NSJ_13.t__SGB4553_group	6509.279118804
UNGROUPED|s__Ruminococcus_torques.t__SGB4563	13124.3854968
UNGROUPED|s__Ruthenibacterium_lactatiformans.t__SGB15271	350.8871768881
