# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210347
UNGROUPED	36060221.714734405
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	339.1753154116
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	1578.6801339041
UNGROUPED|s__Alistipes_communis.t__SGB2290	3426.8129543075
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	1198.920928257
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	1356.1457572044
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	6246.1293241122
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	24460.0734960147
UNGROUPED|s__Alistipes_shahii.t__SGB2295	6050.1626541731
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	4286.1990100035
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	3413.4982774295
UNGROUPED|s__Anaerosacchariphilus_sp_NSJ_68.t__SGB4772	1241.7893993623
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	2716.8107333738
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	1447.3160278954
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	565.7583958242
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	6579.0552889695
UNGROUPED|s__Bacteroides_finegoldii.t__SGB1862	20584.9255531415
UNGROUPED|s__Bacteroides_intestinalis.t__SGB1845	11789.1164513219
UNGROUPED|s__Bacteroides_nordii.t__SGB1858	4301.9312863608
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	13059.5715295622
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	16420.0102478112
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	3599.1442467351
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	24317.4646445528
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	10074.4925938026
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	4437.5150592042
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	4123.0425222072
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	990.1316161355
