# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210366
UNGROUPED	19649899.6461554
UNGROUPED|s__Actinobaculum_sp_oral_taxon_183.t__SGB15892	100.3901147862
UNGROUPED|s__Actinomyces_SGB17154.t__SGB17154	1731.3907941828
UNGROUPED|s__Actinomyces_dentalis.t__SGB15877	328.9983712691
UNGROUPED|s__Actinomyces_graevenitzii.t__SGB17130_group	403.5591412674
UNGROUPED|s__Actinomyces_johnsonii.t__SGB15887	214.383562772
UNGROUPED|s__Actinomyces_naeslundii.t__SGB15888	497.2055380147
UNGROUPED|s__Actinomyces_oris.t__SGB15878	984.0607603572
UNGROUPED|s__Actinomyces_sp_ICM47.t__SGB17167_group	462.0502831988
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	2260.5049023674
UNGROUPED|s__Alistipes_indistinctus.t__SGB2325	1048.6064065422
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	12569.6936633825
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	8567.580757403
UNGROUPED|s__Alistipes_shahii.t__SGB2295	1006.8811340824
UNGROUPED|s__Alistipes_timonensis.t__SGB2299	1349.3449457907
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	17734.4426641091
UNGROUPED|s__Anaerococcus_obesiensis.t__SGB6661	538.7453343139
UNGROUPED|s__Anaerostipes_caccae.t__SGB4529	3432.6434965073
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	4348.5661188649
UNGROUPED|s__Anaerotruncus_colihominis.t__SGB14963	2585.495564383
UNGROUPED|s__Bacteroides_fragilis.t__SGB1853	88608.3618370578
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	13428.9047474073
UNGROUPED|s__Bacteroides_intestinalis.t__SGB1846	5385.2882085072
UNGROUPED|s__Bacteroides_nordii.t__SGB1858	3341.2017342555
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	2645.1227662608
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	7177.0176551812
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	4480.6260402711005
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	6012.1168432339
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	3938.9595863552
UNGROUPED|s__Bifidobacterium_breve.t__SGB17247	688.3364206841
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	1071.417359843
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	44372.0611449563
UNGROUPED|s__Bifidobacterium_pullorum.t__SGB17264	3915.4488019158
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	5247.0469140844
UNGROUPED|s__Bittarella_massiliensis.t__SGB7263	1211.7472226203
UNGROUPED|s__Blautia_caecimuris.t__SGB4862	1999.5464134343
UNGROUPED|s__Blautia_faecis.t__SGB4820	8361.2582911811
UNGROUPED|s__Blautia_hansenii.t__SGB4798	7126.0655090956
UNGROUPED|s__Blautia_hydrogenotrophica.t__SGB4677	12993.1008616543
UNGROUPED|s__Blautia_producta.t__SGB4785	4924.0385738912
UNGROUPED|s__Blautia_producta.t__SGB4786	26020.6101561621
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	33589.4063585903
UNGROUPED|s__Butyricimonas_virosa.t__SGB1784	370.0721823736
UNGROUPED|s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1.t__SGB19882	44.8482450886
UNGROUPED|s__Clostridia_bacterium.t__SGB4531	751.4411916182
UNGROUPED|s__Clostridia_bacterium.t__SGB5191	4192.7702003755
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q3526.t__SGB4703	6529.0383095654
UNGROUPED|s__Clostridiales_bacterium.t__SGB15159	2139.1899605099
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	5375.2510515105
UNGROUPED|s__Clostridium_butyricum.t__SGB4037	7027.1611366653
UNGROUPED|s__Clostridium_fessum.t__SGB4705	2766.4342963464
UNGROUPED|s__Clostridium_leptum.t__SGB14853	1765.1786681924
UNGROUPED|s__Clostridium_scindens.t__SGB4630	6212.315313511
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	3083.1132423427002
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	3917.3457043307
UNGROUPED|s__Clostridium_sp_chh4_2.t__SGB4743	204.2616809852
UNGROUPED|s__Clostridium_symbiosum.t__SGB4699	4936.9655661498
UNGROUPED|s__Coprobacillus_cateniformis.t__SGB6771	18557.5667260064
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	911.3793592882
UNGROUPED|s__Dialister_pneumosintes.t__SGB5842	2399.8142209964
UNGROUPED|s__Dielma_fastidiosa.t__SGB4031	510.7500483414
UNGROUPED|s__Dysosmobacter_sp_NSJ_60.t__SGB15124	3839.316354609
UNGROUPED|s__Dysosmobacter_welbionis.t__SGB15078	3241.4230052151
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	22664.0711227861
UNGROUPED|s__Eggerthella_sinensis.t__SGB14810	1126.7046935549
UNGROUPED|s__Eisenbergiella_sp_OF01_20.t__SGB4989	40886.6492394107
UNGROUPED|s__Enterocloster_aldenensis.t__SGB4762	6828.5227689472
UNGROUPED|s__Enterocloster_bolteae.t__SGB4758	48410.4849472069
UNGROUPED|s__Enterocloster_citroniae.t__SGB4761	3582.155398029
UNGROUPED|s__Enterocloster_clostridioformis.t__SGB4760	6981.9664536444
UNGROUPED|s__Enterocloster_lavalensis.t__SGB4725	2111.9583466495
UNGROUPED|s__Enterococcus_durans.t__SGB7966	500.51238461410003
UNGROUPED|s__Enterococcus_faecium.t__SGB7967	469.8719869926
UNGROUPED|s__Enterococcus_faecium.t__SGB7968	936.0231479102
UNGROUPED|s__Erysipelatoclostridium_ramosum.t__SGB6744	22712.4697531606
UNGROUPED|s__Escherichia_coli.t__SGB10068	5465.2120772387
UNGROUPED|s__Eubacterium_limosum.t__SGB4079	1042.4474475082
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	25004.4626188953
UNGROUPED|s__Extibacter_sp_GGCC_0201.t__SGB74335	373.3210159766
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	1804.6783812793
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	2933.497644634
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	1683.9713218174
UNGROUPED|s__Faecalicatena_contorta.t__SGB4613	1158.7981863038
UNGROUPED|s__Faecalimonas_umbilicata.t__SGB4583	3755.6711059236
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	3260.7591276671
UNGROUPED|s__Frisingicoccus_caecimuris.t__SGB4675	2955.2714507344
UNGROUPED|s__Fusobacterium_ulcerans.t__SGB6039	1138.4130763466
UNGROUPED|s__GGB3109_SGB4121.t__SGB4121	878.9843702037
UNGROUPED|s__GGB3433_SGB4574.t__SGB4574	10958.4422135048
UNGROUPED|s__GGB3740_SGB5077.t__SGB5077	404.4621327578
UNGROUPED|s__GGB3819_SGB5184.t__SGB5184	731.1885088073
UNGROUPED|s__GGB41473_SGB58537.t__SGB58537	1261.6523973204
UNGROUPED|s__GGB4277_SGB5832.t__SGB5832	3061.1131744046
UNGROUPED|s__GGB9359_SGB14334.t__SGB14334	368.703092396
UNGROUPED|s__GGB9512_SGB14909.t__SGB14909	4852.809055419
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	16632.6795347922
UNGROUPED|s__Gordonibacter_pamelaeae.t__SGB14807	6625.7374670337
UNGROUPED|s__Holdemania_filiformis.t__SGB4046	867.3385912585
UNGROUPED|s__Holdemania_massiliensis.t__SGB4044	1571.6613494734
UNGROUPED|s__Hungatella_hathewayi.t__SGB4741	3457.6236262749
UNGROUPED|s__Hungatella_hathewayi.t__SGB4742	3443.5965111243
