# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210381
UNGROUPED	33957912.52403815
UNGROUPED|s__Actinobaculum_sp_oral_taxon_183.t__SGB15892	110.6772669858
UNGROUPED|s__Actinomyces_SGB17163.t__SGB17163_group	695.3317253679
UNGROUPED|s__Actinomyces_SGB17168.t__SGB17168	1251.1650038013
UNGROUPED|s__Actinomyces_dentalis.t__SGB15877	306.7055559152
UNGROUPED|s__Actinomyces_graevenitzii.t__SGB17130_group	449.4728062378
UNGROUPED|s__Actinomyces_johnsonii.t__SGB15887	115.7479278459
UNGROUPED|s__Actinomyces_massiliensis.t__SGB15873	301.1064064414
UNGROUPED|s__Actinomyces_oris.t__SGB15878	224.3082349933
UNGROUPED|s__Actinomyces_sp_HMSC035G02.t__SGB17158_group	519.7813777054
UNGROUPED|s__Actinomyces_sp_HMT897.t__SGB15876	103.1565739855
UNGROUPED|s__Actinomyces_sp_ICM47.t__SGB17167_group	401.0880726184
UNGROUPED|s__Actinomyces_sp_oral_taxon_414.t__SGB23985	77.0012884372
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	3203.2432528053
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	75.5326423051
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	1916.5205451754
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	24266.7139134915
UNGROUPED|s__Arachnia_rubra.t__SGB15896	113.33027932019999
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	1854.9888897656
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	1818.1561057031
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	751.2017720704
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	6436.7472228218
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	4345.3276714815
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	10862.068579532
UNGROUPED|s__Bifidobacterium_dentium.t__SGB17234	1198.6965478227
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	113334.8093680743
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	17871.2936841423
UNGROUPED|s__Blautia_obeum.t__SGB4810	6487.6927382351
UNGROUPED|s__Blautia_stercoris.t__SGB4788	3783.7867122554
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	54932.9086861458
UNGROUPED|s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1.t__SGB19882	132.3152846672
UNGROUPED|s__Clostridia_bacterium_UC5_1_1D1.t__SGB14995	2176.5266042157
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	4837.1911717075
UNGROUPED|s__Clostridiaceae_bacterium_AF18_31LB.t__SGB4767	5813.1946390027
UNGROUPED|s__Clostridiales_bacterium.t__SGB15159	710.7011453707
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	3585.3799715136
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	30384.8128711836
UNGROUPED|s__Clostridium_fessum.t__SGB4705	15623.5577278293
UNGROUPED|s__Clostridium_saudiense.t__SGB6178	237.5891511255
UNGROUPED|s__Clostridium_sp_1001270J_160509_D11.t__SGB6139	1964.1481789236
UNGROUPED|s__Clostridium_sp_AF27_2AA.t__SGB4712	6865.3822979413
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	11395.1762027228
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	4142.0421804478
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	112.8338823583
UNGROUPED|s__Companilactobacillus_paralimentarius.t__SGB7238	190.370881985
UNGROUPED|s__Dialister_invisus.t__SGB5825_group	80.156668709
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	8981.9515404027
UNGROUPED|s__Dorea_longicatena.t__SGB4582	16428.1962616186
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	2564.1700333917
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	2366.2072753016
UNGROUPED|s__Enterocloster_aldenensis.t__SGB4762	1379.0981645643
UNGROUPED|s__Enterocloster_bolteae.t__SGB4758	2258.7454263708
UNGROUPED|s__Enterococcus_faecium.t__SGB7968	37292.7107363644
UNGROUPED|s__Erysipelatoclostridium_ramosum.t__SGB6744	3471.6422203626
UNGROUPED|s__Escherichia_coli.t__SGB10068	422.6825265872
UNGROUPED|s__Eubacterium_brachy.t__SGB3931	125.0713590719
UNGROUPED|s__Eubacterium_nodatum.t__SGB6627	109.56622963779999
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	5400.9507891304
UNGROUPED|s__Eubacterium_sp_AF34_35BH.t__SGB5051	9166.8267588049
UNGROUPED|s__Eubacterium_sulci.t__SGB3934_group	208.3927492022
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	12559.2015344562
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	1432.8523779537
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	1802.5499073725
UNGROUPED|s__Faecalimonas_umbilicata.t__SGB4583	1679.0095764806
UNGROUPED|s__Fructilactobacillus_sanfranciscensis.t__SGB7164	2372.9572322842
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	52711.2397682361
UNGROUPED|s__GGB15717_SGB23955.t__SGB23955	368.7047504482
UNGROUPED|s__GGB3256_SGB4303.t__SGB4303	404.9054089107
UNGROUPED|s__GGB3363_SGB4447.t__SGB4447	5306.1269192057
UNGROUPED|s__GGB3550_SGB4746.t__SGB4746	1404.3289442343
UNGROUPED|s__GGB3746_SGB5089.t__SGB5089	1102.1787845071
UNGROUPED|s__GGB4456_SGB6141.t__SGB6141	2112.8165556052
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	28009.5315926263
UNGROUPED|s__Granulicatella_SGB8255.t__SGB8255_group	260.7483298125
UNGROUPED|s__Haemophilus_parainfluenzae.t__SGB9663_group	464.6273138867
UNGROUPED|s__Intestinibacter_bartlettii.t__SGB6140	1378.2623380909
UNGROUPED|s__Klebsiella_pneumoniae.t__SGB10115	854.2157545945
UNGROUPED|s__Lachnospira_eligens.t__SGB5082	2209.6732170483
UNGROUPED|s__Lachnospira_pectinoschiza.t__SGB5075	1683.5255161967
UNGROUPED|s__Lachnospiraceae_bacterium_Marseille_Q4251.t__SGB4780	521.7366215935
UNGROUPED|s__Lacrimispora_amygdalina.t__SGB4716	2792.8074739222
UNGROUPED|s__Lacrimispora_celerecrescens.t__SGB4868	9061.1080096478
UNGROUPED|s__Lactobacillus_crispatus.t__SGB7045	821.7752730706
UNGROUPED|s__Lancefieldella_parvula.t__SGB966	140.3602151323
UNGROUPED|s__Limosilactobacillus_mucosae.t__SGB7088_group	2042.227113098
UNGROUPED|s__Limosilactobacillus_pontis.t__SGB7090	244.3210226687
UNGROUPED|s__Megasphaera_sp_NM10.t__SGB5858	85046.9035300595
UNGROUPED|s__Mogibacterium_diversum.t__SGB3922_group	182.9148231465
UNGROUPED|s__Mogibacterium_timidum.t__SGB3920	54.2235286185
UNGROUPED|s__Olsenella_sp_oral_taxon_807.t__SGB14348	486.8379106821
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	1510.0364700705
UNGROUPED|s__Parabacteroides_merdae.t__SGB1949	896.5111129729
UNGROUPED|s__Parasutterella_SGB9260.t__SGB9260	12549.2268063674
UNGROUPED|s__Peptoniphilus_gorbachii.t__SGB6699	158.1996775097
UNGROUPED|s__Phascolarctobacterium_faecium.t__SGB5792	1439.2006231043
UNGROUPED|s__Phocaeicola_dorei.t__SGB1815	15561.3291410466
UNGROUPED|s__Porphyromonas_bennonis.t__SGB1985	165.4010595264
UNGROUPED|s__Prevotella_buccalis.t__SGB1517	202.3528941825
UNGROUPED|s__Prevotella_copri_clade_A.t__SGB1626	193.2856525484
UNGROUPED|s__Romboutsia_timonensis.t__SGB6148	683.0360272353
UNGROUPED|s__Roseburia_faecis.t__SGB4925	50434.246484877796
UNGROUPED|s__Roseburia_hominis.t__SGB4936	448.5222410165
UNGROUPED|s__Roseburia_inulinivorans.t__SGB4940	18989.4018431074
UNGROUPED|s__Rothia_mucilaginosa.t__SGB16971_group	348.24439942280003
UNGROUPED|s__Ruminococcus_bovis.t__SGB4272	920.8288103692
UNGROUPED|s__Ruminococcus_bromii.t__SGB4285	53225.4370410519
UNGROUPED|s__Ruminococcus_gnavus.t__SGB4584	10838.339510761
UNGROUPED|s__Ruminococcus_sp_AF13_28.t__SGB4834	31149.2974204183
UNGROUPED|s__Ruminococcus_torques.t__SGB4563	26556.5730236326
