# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210352
UNGROUPED	18681195.77903771
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	819.854946157
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	3285.543498185
UNGROUPED|s__Alistipes_communis.t__SGB2290	1290.0192301785
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	1237.3045357522
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	2254.1906963842
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	10994.1427186289
UNGROUPED|s__Alistipes_shahii.t__SGB2295	2754.3663350782
UNGROUPED|s__Allisonella_histaminiformans.t__SGB5843	1764.6711162162
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	8708.6858290667
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	2036.5170555888
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	1580.0887824248
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	1697.8768021036
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	5426.8937542836
UNGROUPED|s__Bacteroides_cellulosilyticus.t__SGB1844	4700.2053595623
UNGROUPED|s__Bacteroides_faecis.t__SGB1860	17416.5335666929
UNGROUPED|s__Bacteroides_fluxus.t__SGB1835	11377.1042219258
UNGROUPED|s__Bacteroides_intestinalis.t__SGB1846	4180.7534099436
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	33061.2211639209
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	13980.8274645421
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	29583.5566688882
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	23682.5221445809
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	2129.3881232036
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	25975.9204268141
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	5796.8957118018
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	8665.8888539121
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	5098.4506123524
UNGROUPED|s__Blautia_faecicola.t__SGB4867	1992.5073392891
UNGROUPED|s__Blautia_faecis.t__SGB4820	4778.8705485623
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	1088.8641205856
UNGROUPED|s__Blautia_hydrogenotrophica.t__SGB4677	2683.6959912513
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	2161.6036147809
UNGROUPED|s__Blautia_obeum.t__SGB4810	879.7017948226
UNGROUPED|s__Blautia_obeum.t__SGB4811	3592.700661732
UNGROUPED|s__Blautia_sp_MSK_20_85.t__SGB4828	2311.8968231991
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	4057.9893636203
UNGROUPED|s__Blautia_stercoris.t__SGB4788	1449.2094970208
UNGROUPED|s__Blautia_wexlerae.t__SGB4831	1192.1788681476
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	12176.473291471
UNGROUPED|s__Butyricicoccus_sp_AM29_23AC.t__SGB14991	5521.1305459438
UNGROUPED|s__Butyricimonas_faecihominis.t__SGB1786	1202.9617736484
UNGROUPED|s__Butyricimonas_virosa.t__SGB1784	444.3308011232
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	41899.1188012428
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	6773.0384397596
UNGROUPED|s__Clostridiaceae_bacterium_AF18_31LB.t__SGB4767	2808.4029178368
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	1850.5917984816
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	157.2941869176
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	1775.3211354764
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	929.210028987
UNGROUPED|s__Clostridium_fessum.t__SGB4705	1488.5959993868
UNGROUPED|s__Clostridium_leptum.t__SGB14853	409.7559188689
UNGROUPED|s__Clostridium_sp_AF34_10BH.t__SGB4914	1338.3634490726
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	3913.5390449083
UNGROUPED|s__Clostridium_sp_AM49_4BH.t__SGB4652	286.4044972759
UNGROUPED|s__Clostridium_sp_OM07_10AC.t__SGB4655	1812.8803574389
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	8809.0808093708
UNGROUPED|s__Coprobacter_fastidiosus.t__SGB1963	2566.3304208537
UNGROUPED|s__Coprococcus_catus.t__SGB4670	828.8014058268
UNGROUPED|s__Coprococcus_comes.t__SGB4577	3716.603845504
UNGROUPED|s__Coprococcus_eutactus.t__SGB5117	4599.1186591417
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	30577.3872119623
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	4970.1437552906
