# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210353
UNGROUPED	19129928.679352835
UNGROUPED|s__Actinomyces_oris.t__SGB15878	402.0325929419
UNGROUPED|s__Actinomyces_sp_ICM58.t__SGB17169	446.6079308811
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	1948.5613980244
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	905.5438168317
UNGROUPED|s__Akkermansia_muciniphila.t__SGB9226	4617.2723980112
UNGROUPED|s__Alistipes_indistinctus.t__SGB2325	38150.2973670421
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	27830.2990607294
UNGROUPED|s__Alistipes_provencensis.t__SGB2298	3390.6632133694
UNGROUPED|s__Alistipes_shahii.t__SGB2295	9482.9244538438
UNGROUPED|s__Alistipes_sp_AF17_16.t__SGB2326	1424.9840927845
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	4369.9278318293
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	1858.7249786118
UNGROUPED|s__Anaeromassilibacillus_sp_An250.t__SGB14894	5209.9594619367
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	7508.7758142939
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	3104.9795007537
UNGROUPED|s__Anaerotruncus_colihominis.t__SGB14963	8314.2970141642
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	3994.9233312623
UNGROUPED|s__Bacteroides_nordii.t__SGB1858	5335.6441310602
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	8446.6086849552
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	10621.8620366488
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	10871.8944843895
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	32118.8785943099
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	33693.6818474
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	25224.6458651012
UNGROUPED|s__Bifidobacterium_dentium.t__SGB17234	871.4833968247
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	12068.6319994577
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	26733.1586713852
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	859.1823090377
UNGROUPED|s__Blautia_SGB4815.t__SGB4815	2034.5887057695
UNGROUPED|s__Blautia_faecis.t__SGB4820	5509.2460423163
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	6938.6048085459
UNGROUPED|s__Blautia_obeum.t__SGB4810	1278.3561444498
UNGROUPED|s__Blautia_obeum.t__SGB4811	6594.2974309873
UNGROUPED|s__Blautia_sp_MSK_20_85.t__SGB4828	2715.9642013172
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	2585.7346413372
UNGROUPED|s__Blautia_wexlerae.t__SGB4831	1339.7562905588
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	11231.847980253
UNGROUPED|s__Butyricimonas_faecihominis.t__SGB1786	811.8998176477
UNGROUPED|s__Candidatus_Allobutyricicoccus_pentlandensis.t__SGB14180	2624.0599231776
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	8239.3482168825
UNGROUPED|s__Candidatus_Cryptoclostridium_obscurum.t__SGB61016	241.1830155035
UNGROUPED|s__Candidatus_Neochristensenella_gallicola.t__SGB14138	587.7304709669
UNGROUPED|s__Christensenella_minuta.t__SGB14142	781.8182337902
UNGROUPED|s__Clostridia_bacterium_UC5_1_1D1.t__SGB14995	2036.2845359698
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	664.2841894207
UNGROUPED|s__Clostridium_butyricum.t__SGB4037	686.0030341605
UNGROUPED|s__Clostridium_fessum.t__SGB4705	980.3231033782
UNGROUPED|s__Clostridium_leptum.t__SGB14853	342.8221912201
UNGROUPED|s__Clostridium_sp_1001270H_150608_G6.t__SGB5111	462.2112774731
UNGROUPED|s__Clostridium_sp_AF34_10BH.t__SGB4914	1697.9743314074
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	193.5275601288
UNGROUPED|s__Clostridium_spiroforme.t__SGB6747	1796.9879003166
UNGROUPED|s__Clostridium_symbiosum.t__SGB4699	1345.4564894341
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	35506.4946133623
UNGROUPED|s__Comamonas_kerstersii.t__SGB12676	892.3317371381
UNGROUPED|s__Coprococcus_eutactus.t__SGB5117	939.7074754377
UNGROUPED|s__Desulfovibrio_desulfuricans.t__SGB15463	804.4670853979
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	25334.3217828605
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	3592.9328018131
UNGROUPED|s__Dorea_longicatena.t__SGB4581	940.2552541858
UNGROUPED|s__Dorea_sp_AF24_7LB.t__SGB4571	3119.4086652166
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	569.8352679041
UNGROUPED|s__Dysosmobacter_sp_NSJ_60.t__SGB15124	4655.7846594429
UNGROUPED|s__Dysosmobacter_welbionis.t__SGB15078	1844.6478682223
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	875.3224545109
UNGROUPED|s__Eisenbergiella_tayi.t__SGB4988	1236.1713403423
UNGROUPED|s__Emergencia_timonensis.t__SGB3970	1637.4655356013
UNGROUPED|s__Enterocloster_aldenensis.t__SGB4762	1402.6297967328
UNGROUPED|s__Enterocloster_bolteae.t__SGB4758	2301.4478777602
UNGROUPED|s__Enterocloster_citroniae.t__SGB4761	1302.8709682367
UNGROUPED|s__Escherichia_coli.t__SGB10068	1905.3564125539
UNGROUPED|s__Eubacteriaceae_bacterium_Marseille_Q4139.t__SGB4718	1542.0610508458
UNGROUPED|s__Eubacterium_ramulus.t__SGB4960	3565.4658573689
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	634.9940461728
UNGROUPED|s__Evtepia_gabavorous.t__SGB15120	1915.2710268282
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	2767.2554172631
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	1016.3105990923
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	3742.3752927197
UNGROUPED|s__Firmicutes_bacterium_AF16_15.t__SGB4993	619.3383183189
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	1319.0838855961
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	4828.8407075187
UNGROUPED|s__GGB1661_SGB2275.t__SGB2275	4035.8350397234
UNGROUPED|s__GGB28640_SGB4673.t__SGB4673	1703.0827739615
UNGROUPED|s__GGB3005_SGB3996.t__SGB3996	507.3460991636
UNGROUPED|s__GGB3061_SGB4063.t__SGB4063	272.1304524833
UNGROUPED|s__GGB3109_SGB4119.t__SGB4119	3064.7533220433
UNGROUPED|s__GGB32387_SGB47381.t__SGB47381	4034.487324628
UNGROUPED|s__GGB3304_SGB4367.t__SGB4367	28162.1242562237
UNGROUPED|s__GGB33512_SGB15201.t__SGB15201	734.5065390437
UNGROUPED|s__GGB33512_SGB15203.t__SGB15203	490.1860112332
UNGROUPED|s__GGB33586_SGB53517.t__SGB53517	571.1777183939
UNGROUPED|s__GGB3363_SGB4447.t__SGB4447	926.3308199557
UNGROUPED|s__GGB35456_SGB47582.t__SGB47582	1665.2404553733
UNGROUPED|s__GGB35551_SGB53794.t__SGB53794	628.0384273544
UNGROUPED|s__GGB3815_SGB5180.t__SGB5180	428.6608453559
UNGROUPED|s__GGB45491_SGB63163.t__SGB63163	1407.6820838265
UNGROUPED|s__GGB45495_SGB63167.t__SGB63167	194.7979210726
UNGROUPED|s__GGB4569_SGB6312.t__SGB6312	42684.3827376265
UNGROUPED|s__GGB4683_SGB6473.t__SGB6473	12608.1015191622
