# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210374
UNGROUPED	22241999.392572988
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	1026.0694690347
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	1894.6683740119
UNGROUPED|s__Alistipes_communis.t__SGB2290	1937.2170810011
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	4496.985297529
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	2407.3509599225
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	10424.9856153526
UNGROUPED|s__Alistipes_provencensis.t__SGB2298	509.7078052167
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	8861.9893807679
UNGROUPED|s__Alistipes_shahii.t__SGB2295	1412.1663720366
UNGROUPED|s__Allisonella_histaminiformans.t__SGB5843	253.547555182
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	4837.3989698128
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	4956.3283329127
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	5499.4820941882
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	9931.8395528004
UNGROUPED|s__Bacteroides_finegoldii.t__SGB1862	10974.534921732
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	4020.2221026617
UNGROUPED|s__Bacteroides_intestinalis.t__SGB1845	27196.4061572304
UNGROUPED|s__Bacteroides_nordii.t__SGB1858	5619.3911570849
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	14919.8088142196
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	12842.4463187041
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	6129.6383856001
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	55387.6458227332
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	9513.2612678259
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	2447.2266297614
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	21320.8329632611
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	5121.5924177591
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	6628.3419385555
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	6387.2069440608
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	2150.2301100338
UNGROUPED|s__Blautia_faecicola.t__SGB4867	912.1992311957
UNGROUPED|s__Blautia_faecis.t__SGB4820	3624.9301302481
UNGROUPED|s__Blautia_luti.t__SGB4829	8456.746400631
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	3832.7297007707
UNGROUPED|s__Blautia_obeum.t__SGB4810	1283.4911442044
UNGROUPED|s__Blautia_obeum.t__SGB4811	3695.5784629912
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	15329.2922991983
UNGROUPED|s__Butyricimonas_faecihominis.t__SGB1786	1348.1034368432
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	87180.087084186
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	4975.7038536197
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4721	378.6722969295
UNGROUPED|s__Clostridiaceae_bacterium_AF18_31LB.t__SGB4767	5361.2950445732
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q4143.t__SGB4768	3928.9281114371
UNGROUPED|s__Clostridiaceae_unclassified_SGB4771.t__SGB4771	697.9234618241
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	435.7416316139
UNGROUPED|s__Clostridiales_bacterium.t__SGB15159	2725.0161921057
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	1229.7317622274
