# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210371
UNGROUPED	20247314.79907409
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	1828.1454308139
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	3145.1228451735
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	2346.8535752625
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	2067.626642212
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	9877.2077517034
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	7579.0907038168
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	8959.514540651
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	10832.1333221218
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	1908.7787933399
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	10374.1517467628
UNGROUPED|s__Bacteroides_cellulosilyticus.t__SGB1844	4226.8205688147
UNGROUPED|s__Bacteroides_eggerthii.t__SGB1829	21675.0004758867
UNGROUPED|s__Bacteroides_finegoldii.t__SGB1862	16003.6087186516
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	13666.7941624837
UNGROUPED|s__Bacteroides_salyersiae.t__SGB1857	10362.2532366526
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	9811.7056163512
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	22006.8059423008
UNGROUPED|s__Bifidobacterium_animalis.t__SGB17278	67.9506511132
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	306.4941217176
UNGROUPED|s__Blautia_faecis.t__SGB4820	10301.8451302428
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	4658.0355773125
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	19049.5750207251
UNGROUPED|s__Blautia_obeum.t__SGB4810	16449.8594267245
UNGROUPED|s__Blautia_obeum.t__SGB4811	7173.7421314636
UNGROUPED|s__Blautia_schinkii.t__SGB4825	11921.5072883779
UNGROUPED|s__Blautia_sp_OF03_15BH.t__SGB4779	4907.1826513001
UNGROUPED|s__Blautia_stercoris.t__SGB4788	17080.9389253251
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	25536.1030809505
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	7416.4481857294
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4770	6054.0222254511
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q3526.t__SGB4703	533.3023852616
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	6090.2432999372
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	1462.1514735821
UNGROUPED|s__Clostridium_fessum.t__SGB4705	3257.088495645
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	3095.8848323086
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	738.9650960142
UNGROUPED|s__Coprococcus_SGB4669.t__SGB4669	1211.2479979763
UNGROUPED|s__Coprococcus_catus.t__SGB4670	1363.9185476909
UNGROUPED|s__Coprococcus_comes.t__SGB4577	11251.4070307904
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	10011.9724868615
UNGROUPED|s__Dorea_longicatena.t__SGB4581	3575.8509337055
UNGROUPED|s__Dorea_longicatena.t__SGB4582	5749.9388549986
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	2663.8636692598
UNGROUPED|s__Dysosmobacter_sp_BX15.t__SGB15053	1274.2448907921
UNGROUPED|s__Dysosmobacter_welbionis.t__SGB15078	605.3077278887
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	1323.6128596094
UNGROUPED|s__Erysipelatoclostridium_ramosum.t__SGB6744	965.3032076823
UNGROUPED|s__Eubacterium_ramulus.t__SGB4959	12550.179677507
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	35399.91073432
UNGROUPED|s__Eubacterium_sp_AF34_35BH.t__SGB5051	7064.4696721761
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	14712.3051370925
UNGROUPED|s__Faecalibacterium_SGB15315.t__SGB15315	20827.6393417345
UNGROUPED|s__Faecalibacterium_SGB15346.t__SGB15346	4630.6278352651
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	10150.188556851599
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	58477.8289673868
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	9438.9587697538
UNGROUPED|s__Faecalicatena_fissicatena.t__SGB4871	9269.3620548598
UNGROUPED|s__Firmicutes_bacterium_AF16_15.t__SGB4993	7759.430545508
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	1374.0451246983
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	28317.3270056037
UNGROUPED|s__GGB3256_SGB4303.t__SGB4303	16130.1535290924
UNGROUPED|s__GGB3588_SGB4808.t__SGB4808	4039.6495395059
UNGROUPED|s__GGB41458_SGB58520.t__SGB58520	608.6540289502
UNGROUPED|s__GGB9468_SGB14861.t__SGB14861	3955.663308747
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	92926.8621498637
UNGROUPED|s__Holdemania_filiformis.t__SGB4046	2660.7083565186
UNGROUPED|s__Lachnospira_eligens.t__SGB5082	13328.7384285968
UNGROUPED|s__Lachnospira_pectinoschiza.t__SGB5075	4306.7855744781
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4781	1336.7266314825
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4782	1894.9805069589
UNGROUPED|s__Lachnospiraceae_bacterium_AM48_27BH.t__SGB4706	2587.6018799308
UNGROUPED|s__Lachnospiraceae_bacterium_Marseille_Q4251.t__SGB4780	1678.3575534431
UNGROUPED|s__Lacrimispora_amygdalina.t__SGB4716	1015.230984688
UNGROUPED|s__Lawsonibacter_asaccharolyticus.t__SGB15154	236.5246060028
UNGROUPED|s__Mediterraneibacter_glycyrrhizinilyticus.t__SGB4606	2529.8101413082
UNGROUPED|s__Neobittarella_massiliensis.t__SGB7264	2182.4137944249
UNGROUPED|s__Odoribacter_splanchnicus.t__SGB1790	1614.7936642077
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	6450.9814513942
UNGROUPED|s__Parabacteroides_sp_N37.t__SGB1946	3319.5148013257
UNGROUPED|s__Parasutterella_SGB9260.t__SGB9260	792.5454183554
UNGROUPED|s__Phascolarctobacterium_faecium.t__SGB5792	3867.3558535132
UNGROUPED|s__Phocaeicola_SGB1810.t__SGB1810	12487.0325839606
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	52906.1206671405
UNGROUPED|s__Roseburia_sp_AM59_24XD.t__SGB4654	2510.602615715
UNGROUPED|s__Ruminococcus_bromii.t__SGB4285	11421.4337724185
UNGROUPED|s__Ruminococcus_gnavus.t__SGB4584	5218.2493452017
UNGROUPED|s__Ruminococcus_sp_AF13_28.t__SGB4834	33423.1854984704
UNGROUPED|s__Ruminococcus_torques.t__SGB4563	56549.534304332
UNGROUPED|s__Ruminococcus_torques.t__SGB4608	2563.0404056167
UNGROUPED|s__Ruthenibacterium_lactatiformans.t__SGB15271	621.7408913375
UNGROUPED|s__Streptococcus_thermophilus.t__SGB8002	18339.5783007163
UNGROUPED|s__Waltera_intestinalis.t__SGB4910	5348.8500288823
UNGROUPED|unclassified	14057.4827553115
K00001	0.1750359518
K00001|s__Eggerthella_lenta.t__SGB14809	0.1750359518
K00002	9.6234300936
K00002|s__Blautia_massiliensis.t__SGB4826	4.2072103756
K00002|s__Blautia_obeum.t__SGB4810	1.9898967993
K00002|s__Blautia_obeum.t__SGB4811	1.3076464681
K00002|s__Blautia_schinkii.t__SGB4825	0.6680367826
K00002|s__GGB3588_SGB4808.t__SGB4808	1.1370838853
K00002|s__Ruminococcus_sp_AF13_28.t__SGB4834	0.3135557826
K00003	9.7568173877
K00003|s__Alistipes_finegoldii.t__SGB2301	0.6273082135
K00003|s__Anaerostipes_hadrus.t__SGB4540_group	4.1763352508
K00003|s__Bifidobacterium_longum.t__SGB17248	0.1660843415
K00003|s__Eggerthella_lenta.t__SGB14809	0.1709132254
K00003|s__Lachnospira_eligens.t__SGB5082	4.6161763565
K00005	1.4535781892
K00005|s__Anaerobutyricum_hallii.t__SGB4532	0.17886006
K00005|s__Anaerobutyricum_soehngenii.t__SGB4537	1.1242632345
K00005|s__Lacrimispora_amygdalina.t__SGB4716	0.1504548946
K00008	1.4469739634
K00008|s__Dorea_formicigenerans.t__SGB4575	0.4682607581
K00008|s__Ruminococcus_torques.t__SGB4563	0.4302936696
K00008|unclassified	0.5484195356
K00009	4.4264645263
K00009|s__Alistipes_finegoldii.t__SGB2301	0.7561849318
K00009|s__Anaerostipes_hadrus.t__SGB4540_group	3.6702795945
K00012	12.4451850406
K00012|s__Alistipes_finegoldii.t__SGB2301	0.6660481059
K00012|s__Bacteroides_cellulosilyticus.t__SGB1844	0.1769190281
K00012|s__Bacteroides_thetaiotaomicron.t__SGB1861	0.6850979086
K00012|s__Bifidobacterium_longum.t__SGB17248	0.3097412354
K00012|s__Faecalibacterium_SGB15315.t__SGB15315	6.5654279389
K00012|s__Faecalibacterium_prausnitzii.t__SGB15316	0.0674813929
K00012|s__Odoribacter_splanchnicus.t__SGB1790	0.2601750414
K00012|s__Parabacteroides_distasonis.t__SGB1934	0.272086107
K00012|s__Phocaeicola_vulgatus.t__SGB1814	3.4422082824
K00013	72.6143325906
K00013|s__Bacteroides_caccae.t__SGB1877	1.5022115905
K00013|s__Bacteroides_finegoldii.t__SGB1862	1.1216180417
K00013|s__Bacteroides_ovatus.t__SGB1871	2.6777279103
K00013|s__Bacteroides_thetaiotaomicron.t__SGB1861	1.0147972758
K00013|s__Bifidobacterium_longum.t__SGB17248	0.2554522529
K00013|s__Blautia_obeum.t__SGB4810	1.0199854483
K00013|s__Blautia_obeum.t__SGB4811	0.7781332286
K00013|s__Blautia_schinkii.t__SGB4825	1.3354539932
K00013|s__Coprococcus_SGB4669.t__SGB4669	0.3805315165
K00013|s__Coprococcus_catus.t__SGB4670	0.2325562615
K00013|s__Faecalibacterium_SGB15315.t__SGB15315	9.5468339311
K00013|s__Faecalibacterium_SGB15346.t__SGB15346	0.3865984494
K00013|s__Faecalibacterium_prausnitzii.t__SGB15316	0.1292094877
