# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210380
UNGROUPED	35207913.089515656
UNGROUPED|s__Actinomyces_sp_oral_taxon_414.t__SGB23985	36.3891283674
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	2866.6823746014998
UNGROUPED|s__Alistipes_communis.t__SGB2290	6476.4833366392
UNGROUPED|s__Alistipes_dispar.t__SGB2311	1701.2357366327
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	1809.455190817
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	1842.3299318756
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	48402.7095380279
UNGROUPED|s__Alistipes_shahii.t__SGB2295	6415.1693822437
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	6508.4819195558
UNGROUPED|s__Anaeromassilibacillus_sp_An250.t__SGB14894	2311.1824677925
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	2564.0989470085
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	6840.7415197871
UNGROUPED|s__Bacteroides_faecis.t__SGB1860	24518.022441801
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	4740.5495026045
UNGROUPED|s__Bacteroides_intestinalis.t__SGB1845	45274.6688095855
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	27168.4592892596
UNGROUPED|s__Bacteroides_salyersiae.t__SGB1857	9798.2107441594
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	31093.682000072
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	42007.6559869995
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	7794.53888058
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	5544.1498725129
UNGROUPED|s__Bifidobacterium_dentium.t__SGB17234	357.015177376
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	5367.9823763733
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	17995.118335698
UNGROUPED|s__Blautia_faecis.t__SGB4820	4479.7584125381
UNGROUPED|s__Blautia_luti.t__SGB4832	4237.1837683072
UNGROUPED|s__Blautia_obeum.t__SGB4810	3082.9710891025
UNGROUPED|s__Blautia_obeum.t__SGB4811	2113.7431447435
UNGROUPED|s__Blautia_producta.t__SGB4786	2540.2018474695
UNGROUPED|s__Blautia_wexlerae.t__SGB4831	1184.7830421464
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	12040.5861129047
UNGROUPED|s__Butyricimonas_paravirosa.t__SGB1785	1206.8236052155
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	49772.772945276
UNGROUPED|s__Candidatus_Neoanaerotignum_tabaqchaliae.t__SGB59528	54.0913757263
UNGROUPED|s__Candidatus_Pararuminococcus_gallinarum.t__SGB63327	80.4545512829
UNGROUPED|s__Candidatus_Pseudobutyricicoccus_lothianensis.t__SGB14975	572.9752563209
UNGROUPED|s__Christensenella_hongkongensis.t__SGB14143	100.0029887431
UNGROUPED|s__Christensenella_intestinihominis.t__SGB71956	68.340552204
UNGROUPED|s__Clostridia_bacterium_UC5_1_1D1.t__SGB14995	1356.2172805548
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	8089.1792753225
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB82499	156.3828606641
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	1242.1780512127
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	534.8040264916
UNGROUPED|s__Clostridiales_bacterium.t__SGB15143	227.2208460674
UNGROUPED|s__Clostridiales_bacterium_1_7_47FAA.t__SGB4763	1049.8612968689
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	2017.0445793263
UNGROUPED|s__Clostridium_butyricum.t__SGB4037	553.9730785441
UNGROUPED|s__Clostridium_leptum.t__SGB14853	475.6198344443
UNGROUPED|s__Clostridium_scindens.t__SGB4630	1378.7038088422
UNGROUPED|s__Clostridium_sp_AF34_10BH.t__SGB4914	1045.6208737099
UNGROUPED|s__Clostridium_sp_NSJ_42.t__SGB6174	757.9418618528
UNGROUPED|s__Clostridium_symbiosum.t__SGB4699	1324.5439147825
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	18036.0933829515
UNGROUPED|s__Coprococcus_catus.t__SGB4670	634.6416992824
UNGROUPED|s__Coprococcus_comes.t__SGB4577	6855.1453376543
UNGROUPED|s__Dialister_invisus.t__SGB5825_group	10057.7521363076
