# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210378
UNGROUPED	31095283.388178695
UNGROUPED|s__Actinomyces_SGB17157.t__SGB17157	281.169262448
UNGROUPED|s__Actinomyces_SGB17168.t__SGB17168	203.5599201955
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	28892.0003954442
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	551.5449043286
UNGROUPED|s__Allisonella_histaminiformans.t__SGB5843	2412.5951985485
UNGROUPED|s__Amedibacillus_dolichus.t__SGB4035	2571.0776045128
UNGROUPED|s__Amedibacterium_intestinale.t__SGB4042	17590.7931934314
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	12150.8582510396
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	6406.1835855122
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	19187.5413557773
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	4488.2020947364
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	2950.9423880912
UNGROUPED|s__Bacteroides_congonensis.t__SGB1878	2292.8330816514
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	850.2708574969
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	4739.8603325832
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	958.7845500322001
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	2979.7915624774
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	6380.1495372774
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	49089.6888141461
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	22077.847525546
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	39447.2490312112
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	5644.5657410382
UNGROUPED|s__Blautia_caecimuris.t__SGB4862	2535.3311758094
UNGROUPED|s__Blautia_faecicola.t__SGB4867	19986.5207649023
