# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210356
UNGROUPED	19441323.944029093
UNGROUPED|s__Actinomyces_SGB17168.t__SGB17168	523.3067337317
UNGROUPED|s__Actinomyces_bouchesdurhonensis.t__SGB17152	826.7883096888
UNGROUPED|s__Actinomyces_graevenitzii.t__SGB17130_group	512.8911949007
UNGROUPED|s__Actinomyces_oris.t__SGB15878	431.1919432773
UNGROUPED|s__Actinomyces_sp_ICM47.t__SGB17167_group	245.1966331287
UNGROUPED|s__Actinomyces_sp_ICM58.t__SGB17169	361.2376113319
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	8420.6957737914
UNGROUPED|s__Alloscardovia_omnicolens.t__SGB17300	477.5673196842
UNGROUPED|s__Amedibacterium_intestinale.t__SGB4042	19702.0934466859
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	19394.0679549965
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	7143.6395188054
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	32103.071446847698
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	2766.1880302274
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	8695.779186874901
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	4070.978191001
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	8794.686507518
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	21915.7233229191
UNGROUPED|s__Bifidobacterium_dentium.t__SGB17234	751.9687136901
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	38243.3433204656
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	366.070611184
UNGROUPED|s__Blautia_faecicola.t__SGB4867	6129.2069986387
UNGROUPED|s__Blautia_faecis.t__SGB4820	12345.2437113671
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	2406.0274107429
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	32792.6070789932
UNGROUPED|s__Blautia_obeum.t__SGB4810	3973.366939759
UNGROUPED|s__Blautia_obeum.t__SGB4811	10630.5743306822
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	11037.1381473082
UNGROUPED|s__Blautia_stercoris.t__SGB4788	1474.2185562687
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	27318.5264088508
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	108838.6870795835
UNGROUPED|s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1.t__SGB19882	49.5673714872
UNGROUPED|s__Citrobacter_freundii.t__SGB10083	405.5029623555
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	3261.3932345225
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q3526.t__SGB4703	384.0278793175
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	3022.6280622704
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	3606.1859575402
UNGROUPED|s__Clostridium_SGB48024.t__SGB48024	5599.3109108399
UNGROUPED|s__Clostridium_fessum.t__SGB4705	6381.4146954102
UNGROUPED|s__Clostridium_leptum.t__SGB14853	673.880049707
UNGROUPED|s__Clostridium_sp_AF27_2AA.t__SGB4712	2360.8865666362
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	4650.280668857
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	610.7581104355
UNGROUPED|s__Coprococcus_comes.t__SGB4577	3637.0541654163
UNGROUPED|s__Desulfovibrio_legallii.t__SGB15469	393.5932469787
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	12876.5786652249
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	9464.2176621598
UNGROUPED|s__Dorea_longicatena.t__SGB4581	19227.2732082239
UNGROUPED|s__Dorea_sp_AF24_7LB.t__SGB4571	8807.1386891849
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	4106.2179526877
UNGROUPED|s__Escherichia_coli.t__SGB10068	2257.5927753111
UNGROUPED|s__Eubacterium_ramulus.t__SGB4959	2013.5687081238
UNGROUPED|s__Eubacterium_ramulus.t__SGB4960	13426.2021335314
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	76023.8858022487
UNGROUPED|s__Eubacterium_sp_AF34_35BH.t__SGB5051	8343.58110341
UNGROUPED|s__Eubacterium_sp_NSJ_61.t__SGB4040	8227.4295966305
UNGROUPED|s__Eubacterium_sulci.t__SGB3934_group	79.9714559657
UNGROUPED|s__Evtepia_gabavorous.t__SGB15120	196.0774774158
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	13355.6848200011
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	10152.8788491796
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	4916.832760523
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	19036.5319471025
UNGROUPED|s__Faecalicatena_fissicatena.t__SGB4871	1781.5105813924
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	40947.7988729585
UNGROUPED|s__GGB3109_SGB4121.t__SGB4121	639.5784095809
UNGROUPED|s__GGB3277_SGB4327.t__SGB4327	309.3650963781
UNGROUPED|s__GGB3363_SGB4447.t__SGB4447	1964.4874713846
UNGROUPED|s__GGB3490_SGB4664.t__SGB4664	2525.9855350273
UNGROUPED|s__GGB3524_SGB4704.t__SGB4704	2089.2273690184998
UNGROUPED|s__GGB51441_SGB71759.t__SGB71759	1313.1672949082
UNGROUPED|s__GGB9730_SGB15291.t__SGB15291	7782.1875549204
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	14763.059408195
UNGROUPED|s__Intestinibacter_bartlettii.t__SGB6140	635.8324426644
UNGROUPED|s__Lachnospira_pectinoschiza.t__SGB5075	2313.1480913716
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4781	597.9459009646
UNGROUPED|s__Lachnospiraceae_bacterium_BX3.t__SGB4651	2204.6513865311
UNGROUPED|s__Lacrimispora_amygdalina.t__SGB4716	2245.3932044575
UNGROUPED|s__Lacrimispora_celerecrescens.t__SGB4868	2302.2918239595
UNGROUPED|s__Lactococcus_cremoris.t__SGB7984	4835.6202453336
UNGROUPED|s__Lactococcus_garvieae.t__SGB7979	3577.3843699463
UNGROUPED|s__Lactococcus_lactis.t__SGB7985	5180.7476846716
UNGROUPED|s__Lactococcus_paracarnosus.t__SGB25309	302.0376273296
UNGROUPED|s__Lactococcus_raffinolactis.t__SGB7989	739.3258034086
UNGROUPED|s__Lancefieldella_parvula.t__SGB966	199.1799819863
UNGROUPED|s__Mediterraneibacter_butyricigenes.t__SGB25493	4173.5478945895
UNGROUPED|s__Mediterraneibacter_glycyrrhizinilyticus.t__SGB4606	1812.943787495
UNGROUPED|s__Mediterraneibacter_sp_gm002.t__SGB59732	8857.8163967366
UNGROUPED|s__Mogibacterium_diversum.t__SGB3922_group	82.7079196809
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	5147.6729876657
UNGROUPED|s__Parabacteroides_merdae.t__SGB1949	5035.0164421078
UNGROUPED|s__Parasutterella_excrementihominis.t__SGB9262	271.2463002639
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	58017.8035095776
UNGROUPED|s__Raoultella_ornithinolytica.t__SGB10124	303.5404096211
UNGROUPED|s__Romboutsia_timonensis.t__SGB6148	953.3136855608
UNGROUPED|s__Roseburia_faecis.t__SGB4925	11779.1715177401
UNGROUPED|s__Roseburia_hominis.t__SGB4936	1023.1899708555
UNGROUPED|s__Roseburia_inulinivorans.t__SGB4940	9441.0584883692
UNGROUPED|s__Rothia_mucilaginosa.t__SGB16971_group	365.0000698212
UNGROUPED|s__Rothia_mucilaginosa.t__SGB16986	735.6269738595
UNGROUPED|s__Ruminococcus_bromii.t__SGB4285	7200.4376740147
UNGROUPED|s__Ruminococcus_gnavus.t__SGB4584	4222.8047299785
UNGROUPED|s__Ruminococcus_sp_AF13_28.t__SGB4834	25161.8551142118
UNGROUPED|s__Ruminococcus_sp_AF41_9.t__SGB25497	8439.7671680353
UNGROUPED|s__Ruminococcus_torques.t__SGB4563	11225.9096783981
UNGROUPED|s__Ruminococcus_torques.t__SGB4608	4345.9283138665
UNGROUPED|s__Streptococcus_parasanguinis.t__SGB8071	3536.1223308918
UNGROUPED|s__Streptococcus_salivarius.t__SGB8007_group	4876.194779612
UNGROUPED|s__Streptococcus_sanguinis.t__SGB8047_group	261.5639462761
UNGROUPED|s__Streptococcus_vestibularis.t__SGB8003	1385.1938217432
UNGROUPED|s__TM7_phylum_sp_oral_taxon_352.t__SGB19860_group	92.6077829911
UNGROUPED|s__Veillonella_atypica.t__SGB6936	174.5643031249
