# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210367
UNGROUPED	18565988.906969294
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	1578.6953882728
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	748.2487004002
UNGROUPED|s__Akkermansia_muciniphila.t__SGB9226	5291.8248040659
UNGROUPED|s__Alistipes_communis.t__SGB2290	1475.2245023908
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	5001.0023187663
UNGROUPED|s__Alistipes_indistinctus.t__SGB2325	540.1834081147
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	5579.2435355721
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	19216.4852053991
UNGROUPED|s__Alistipes_senegalensis.t__SGB2296	6105.1448848197
UNGROUPED|s__Alistipes_shahii.t__SGB2295	2087.1507258565
UNGROUPED|s__Alistipes_sp_AF17_16.t__SGB2326	2373.586394396
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	7797.3621148144
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	7168.2116271269
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	3226.9423432272
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	372.6867761908
UNGROUPED|s__Bacteroides_acidifaciens.t__SGB27814	4912.3604543493
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	4286.7521783115
UNGROUPED|s__Bacteroides_cellulosilyticus.t__SGB1844	6806.4169479181
UNGROUPED|s__Bacteroides_eggerthii.t__SGB1829	4420.5308736643
UNGROUPED|s__Bacteroides_finegoldii.t__SGB1862	10675.4753840101
UNGROUPED|s__Bacteroides_intestinalis.t__SGB1846	11080.755759241
UNGROUPED|s__Bacteroides_nordii.t__SGB1858	5952.0274655338
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	9980.0841512909
UNGROUPED|s__Bacteroides_salyersiae.t__SGB1857	8990.7007584824
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	22130.4330528583
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	4774.975189231
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	56483.8362514498
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	15697.5099531194
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	1054.252629457
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	8889.6407063364
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	10527.5366138924
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	2682.0530073711
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	4092.4026722364
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	1980.4270037095
UNGROUPED|s__Blautia_SGB4815.t__SGB4815	3949.0525670342
UNGROUPED|s__Blautia_faecis.t__SGB4820	9588.7415888903
UNGROUPED|s__Blautia_glucerasea.t__SGB4804	1370.7894106302
UNGROUPED|s__Blautia_obeum.t__SGB4810	2954.853998159
UNGROUPED|s__Blautia_obeum.t__SGB4811	4358.6460477275
UNGROUPED|s__Blautia_sp_MSK_20_85.t__SGB4828	3254.6524310622
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	12730.258299998
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	24897.9205282078
UNGROUPED|s__Butyricicoccus_sp_AM29_23AC.t__SGB14991	433.6185310976
UNGROUPED|s__Butyricimonas_virosa.t__SGB1784	4197.4346437478
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	1517.2696634932
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4721	266.5998541584
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	1158.9410481586
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	1190.7812032898
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	2676.1614135029
UNGROUPED|s__Clostridium_SGB4751.t__SGB4751	901.2815222816
UNGROUPED|s__Clostridium_fessum.t__SGB4705	1699.7238465184
UNGROUPED|s__Clostridium_leptum.t__SGB14853	419.4717922759
UNGROUPED|s__Clostridium_sp_AF34_10BH.t__SGB4914	4596.4723457322
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	1437.6917843768001
UNGROUPED|s__Clostridium_sp_AM42_4.t__SGB4709	3511.9877455759
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	14518.1772366893
UNGROUPED|s__Coprococcus_catus.t__SGB4670	1365.2221248107
UNGROUPED|s__Desulfovibrio_fairfieldensis.t__SGB15470	2470.4750785849
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	4037.3149655569
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	5306.0852071096
UNGROUPED|s__Dorea_longicatena.t__SGB4581	5103.27727891
UNGROUPED|s__Dorea_sp_AF24_7LB.t__SGB4571	7062.5448896331
