# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210359
UNGROUPED	19710448.414118614
UNGROUPED|s__Actinomyces_SGB17168.t__SGB17168	434.1631802433
UNGROUPED|s__Actinomyces_graevenitzii.t__SGB17130_group	101.3888239453
UNGROUPED|s__Actinomyces_sp_ICM58.t__SGB17169	312.8862898053
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	303.4500297079
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	4049.3136541794
UNGROUPED|s__Akkermansia_muciniphila.t__SGB9226	1240.9997990308
UNGROUPED|s__Alistipes_communis.t__SGB2290	910.5753470619
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	1041.8921536737
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	2684.9897270906
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	22532.84671179
UNGROUPED|s__Alistipes_shahii.t__SGB2295	1234.008438987
UNGROUPED|s__Allisonella_histaminiformans.t__SGB5843	1603.859912895
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	16719.7983429996
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	10118.2967892472
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	3284.1328346005
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	3147.3135337739
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	759.0407522498
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	3369.9575876163
UNGROUPED|s__Bacteroides_fragilis.t__SGB1853	5889.8719708648005
UNGROUPED|s__Bacteroides_nordii.t__SGB1858	2343.2789186085
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	2154.9825221346
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	3022.0012316441
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	978.1730554581
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	2388.017714787
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	2816.9210145614
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	19125.1018348272
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	9070.6275778614
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	13037.2566411102
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	222.8390532287
UNGROUPED|s__Blautia_faecis.t__SGB4820	18162.5146252233
UNGROUPED|s__Blautia_luti.t__SGB4832	9257.305450600299
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	12196.4942949343
UNGROUPED|s__Blautia_obeum.t__SGB4810	1640.8714787198
UNGROUPED|s__Blautia_obeum.t__SGB4811	8037.4492104224
UNGROUPED|s__Blautia_schinkii.t__SGB4825	6173.4125581298
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	10451.0937675197
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	25224.6294681227
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	41708.1188440328
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	1771.1408159695
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4721	1936.1591217431
