# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210373
UNGROUPED	19748451.353655424
UNGROUPED|s__Actinomyces_SGB17157.t__SGB17157	460.6741296425
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	1585.8554008341
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	3221.6060257697
UNGROUPED|s__Akkermansia_muciniphila.t__SGB9226	287.0108008552
UNGROUPED|s__Alistipes_indistinctus.t__SGB2325	1145.4234288415
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	402.7419804371
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	7935.7120577348
UNGROUPED|s__Alistipes_shahii.t__SGB2295	1822.9100415747
UNGROUPED|s__Allisonella_histaminiformans.t__SGB5843	418.6782774001
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	10267.2754099883
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	5115.9658829128
UNGROUPED|s__Anaeromassilibacillus_sp_An250.t__SGB14894	2053.271652285
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	5200.9429286298
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	1691.1147224023
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	1078.5905096946
UNGROUPED|s__Bacteroides_cellulosilyticus.t__SGB1844	3214.7102906052
UNGROUPED|s__Bacteroides_eggerthii.t__SGB1829	2354.7386031751
UNGROUPED|s__Bacteroides_finegoldii.t__SGB1862	3190.9584412396
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	2489.7582854724
UNGROUPED|s__Bacteroides_nordii.t__SGB1858	2354.406299362
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	2734.9146981914
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	1202.8483375263
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	4826.1470388261
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	10779.9223692196
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	3471.5061071268
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	2101.2341088895
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	4499.8807905596
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	3959.1242061121
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	2068.605817696
UNGROUPED|s__Blautia_SGB4815.t__SGB4815	3652.2311295583
