# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210354
UNGROUPED	20435134.12691275
UNGROUPED|s__Acetatifactor_SGB94872.t__SGB94872	294.9757315612
UNGROUPED|s__Anaerostipes_caccae.t__SGB4529	2100.6687602116
UNGROUPED|s__Bacteria_unclassified_SGB43539.t__SGB43539	309.0790203308
UNGROUPED|s__Bacteria_unclassified_SGB43541.t__SGB43541	630.698427081
UNGROUPED|s__Bacteroides_acidifaciens.t__SGB27814	20650.3767788416
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	22974.7151204651
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	23348.2559773988
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	34745.0876667481
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	5476.9939870308
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	9467.8719554216
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	81039.2728575018
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	24395.0036484147
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	29544.396409343
UNGROUPED|s__Blautia_caecimuris.t__SGB4862	1752.1999426809
UNGROUPED|s__Blautia_faecis.t__SGB4820	2028.6306844898
UNGROUPED|s__Blautia_obeum.t__SGB4810	2657.0055557551
UNGROUPED|s__Blautia_obeum.t__SGB4811	1346.566552966
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	4143.1818080775
UNGROUPED|s__Butyricicoccus_SGB14985.t__SGB14985_group	575.8896043328
UNGROUPED|s__Clostridium_butyricum.t__SGB4037	884.0442426564
UNGROUPED|s__Clostridium_cocleatum.t__SGB6748	232.2457821506
UNGROUPED|s__Clostridium_fessum.t__SGB4705	257.1997326943
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	252.6592279099
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	1707.2807650351
UNGROUPED|s__Clostridium_symbiosum.t__SGB4699	1980.6228321621
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	13669.0452651707
UNGROUPED|s__Collinsella_stercoris.t__SGB14740	7081.4934232573
UNGROUPED|s__Coprococcus_comes.t__SGB4577	1722.9346462377
UNGROUPED|s__Delftia_acidovorans.t__SGB12680	548.2887288623
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	2488.6937534716
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	1427.9521578789
UNGROUPED|s__Enterocloster_bolteae.t__SGB4758	778.8648931893
UNGROUPED|s__Erysipelatoclostridium_ramosum.t__SGB6744	1848.963716566
UNGROUPED|s__Escherichia_coli.t__SGB10068	171910.6273898792
UNGROUPED|s__Faecalibacterium_SGB15346.t__SGB15346	1580.0877541888
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	2953.4085978783
UNGROUPED|s__Faecalimonas_umbilicata.t__SGB4583	677.3752323553
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	4664.6339000517
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	3663.4618629422
UNGROUPED|s__GGB27792_SGB40208.t__SGB40208	728.255432246
UNGROUPED|s__GGB28330_SGB40904.t__SGB40904	263.9652311907
UNGROUPED|s__GGB28382_SGB40962.t__SGB40962	434.5282494444
UNGROUPED|s__GGB28836_SGB41496.t__SGB41496	700.4830371629
UNGROUPED|s__GGB28904_SGB41597.t__SGB41597	577.2616558825
UNGROUPED|s__GGB28926_SGB41624.t__SGB41624	1902.545240091
UNGROUPED|s__GGB28934_SGB41637.t__SGB41637	208.0742833627
UNGROUPED|s__GGB29531_SGB42317.t__SGB42317	286.0295173542
UNGROUPED|s__GGB30461_SGB63209.t__SGB63209	1946.2976701021
UNGROUPED|s__GGB3109_SGB4119.t__SGB4119	2553.1262325099
UNGROUPED|s__GGB31179_SGB44472.t__SGB44472	184.0908114841
UNGROUPED|s__GGB3363_SGB4447.t__SGB4447	17951.7124062429
UNGROUPED|s__GGB3661_SGB41629.t__SGB41629	1308.6516266774
UNGROUPED|s__GGB45536_SGB63216.t__SGB63216	221.3555342019
UNGROUPED|s__Glutamicibacter_nicotianae.t__SGB16750	1963.8406533016
UNGROUPED|s__Hydrogenoanaerobacterium_SGB53821.t__SGB53821	318.7339107063
UNGROUPED|s__Intestinibacter_bartlettii.t__SGB6140	481.2452234046
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB41420	1621.1665486313
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB41510	2521.6608944245
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB41554	1431.0372065719
UNGROUPED|s__Lachnospiraceae_bacterium_2_1_46FAA.t__SGB4549	3551.0291332264
UNGROUPED|s__Lachnospiraceae_bacterium_Marseille_Q4251.t__SGB4780	156.7397693795
UNGROUPED|s__Ligilactobacillus_murinus.t__SGB7077	441.3652596206
UNGROUPED|s__Mediterraneibacter_glycyrrhizinilyticus.t__SGB4606	735.2707929659
UNGROUPED|s__Megasphaera_sp_NM10.t__SGB5858	828.3788409049
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	6544.3580967666
UNGROUPED|s__Parabacteroides_distasonis.t__SGB27780	3478.3360953508
UNGROUPED|s__Parasutterella_SGB9260.t__SGB9260	3703.7641818297
UNGROUPED|s__Phascolarctobacterium_faecium.t__SGB5792	7255.3172839305
UNGROUPED|s__Phocaeicola_dorei.t__SGB1815	29345.9186246401
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	37163.7905874527
UNGROUPED|s__Roseburia_faecis.t__SGB4925	35883.2342666376
UNGROUPED|s__Ruminococcus_gnavus.t__SGB4584	8262.8416684944
UNGROUPED|s__Ruminococcus_torques.t__SGB4608	1203.4168264414
UNGROUPED|s__Schaedlerella_arabinosiphila.t__SGB7270	5051.8623506135
UNGROUPED|s__Streptococcus_salivarius.t__SGB8007_group	134.3947123649
UNGROUPED|s__Streptococcus_vestibularis.t__SGB8003	204.0567392972
UNGROUPED|s__Tyzzerella_nexilis.t__SGB4588	3862.7194448611
UNGROUPED|s__Veillonella_parvula.t__SGB6939	563.8534777599
UNGROUPED|unclassified	16678.6630020244
K00001	0.4614322201
K00001|s__Eggerthella_lenta.t__SGB14809	0.1738859688
K00001|s__Megasphaera_sp_NM10.t__SGB5858	0.2875462513
K00002	0.8472099487
K00002|s__Blautia_caecimuris.t__SGB4862	0.1720895208
