# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210349
UNGROUPED	21572508.41881676
UNGROUPED|s__Actinomyces_bouchesdurhonensis.t__SGB17152	1098.9205395661
UNGROUPED|s__Actinomyces_graevenitzii.t__SGB17130_group	113.550656975
UNGROUPED|s__Actinomyces_sp_ICM47.t__SGB17167_group	321.54345415070003
UNGROUPED|s__Actinomyces_sp_ICM58.t__SGB17169	842.7760577298
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	764.356273737
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	3598.9106432459
UNGROUPED|s__Akkermansia_muciniphila.t__SGB9228	72496.0953160898
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	651.7360894904
UNGROUPED|s__Alistipes_indistinctus.t__SGB2325	3288.8234979184
UNGROUPED|s__Alistipes_shahii.t__SGB2295	639.6414274191
UNGROUPED|s__Alistipes_sp_AF17_16.t__SGB2326	448.0972404562
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	12259.6396789973
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	7524.6714088645
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	13548.0522725171
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	8097.2842963871
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	1723.5031988202
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	6468.759627191
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	6231.5044718582
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	2328.5527571453
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	4379.1865387258
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	4295.1409800798
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	55464.2570730616
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	84494.1861004
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	38129.2069459042
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	1399.6892012281
UNGROUPED|s__Blautia_SGB4815.t__SGB4815	5635.8667007567
UNGROUPED|s__Blautia_faecis.t__SGB4820	8370.5578480449
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	2268.7814311171
UNGROUPED|s__Blautia_luti.t__SGB4832	13124.6529002206
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	15694.0825545113
UNGROUPED|s__Blautia_obeum.t__SGB4810	1962.5377610607
UNGROUPED|s__Blautia_obeum.t__SGB4811	5306.2409397148
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	10294.0131641542
UNGROUPED|s__Blautia_sp_OF03_15BH.t__SGB4779	3527.5934104053
UNGROUPED|s__Blautia_stercoris.t__SGB4788	4697.9728438148
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	36861.058549573
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	9890.9036528857
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	965.3236221111
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4721	566.1337939784
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	1685.3303348815
UNGROUPED|s__Clostridiales_bacterium.t__SGB15159	571.2582966604
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	1321.1863280331
UNGROUPED|s__Clostridium_fessum.t__SGB4705	1034.1192914841
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	4898.6547453472
UNGROUPED|s__Clostridium_sp_AT4.t__SGB4753	749.4027044994
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	59747.4902506566
UNGROUPED|s__Coprococcus_catus.t__SGB4670	1663.0601924645
UNGROUPED|s__Coprococcus_comes.t__SGB4577	5967.3718669155
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	1770.2039721702
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	8455.3715962013
UNGROUPED|s__Dorea_longicatena.t__SGB4581	9073.5373493223
UNGROUPED|s__Dorea_longicatena.t__SGB4582	7748.5007107483
UNGROUPED|s__Dorea_sp_AF24_7LB.t__SGB4571	7972.776624154
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	2090.7523804179
UNGROUPED|s__Dysosmobacter_welbionis.t__SGB15078	673.4289272306
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	4003.8751321198
UNGROUPED|s__Erysipelatoclostridium_ramosum.t__SGB6744	4029.0828219702
UNGROUPED|s__Escherichia_coli.t__SGB10068	9496.9567526169
UNGROUPED|s__Eubacterium_ramulus.t__SGB4960	9764.5189008567
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	2285.2551308115
UNGROUPED|s__Eubacterium_sulci.t__SGB3934_group	44.6527016087
UNGROUPED|s__Eubacterium_ventriosum.t__SGB5045	1170.3778152978
UNGROUPED|s__Evtepia_gabavorous.t__SGB15120	2535.9182824591
UNGROUPED|s__Faecalibacterium_SGB15346.t__SGB15346	1990.3112265159
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	4982.9251636815
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15318	25121.2694200668
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	11757.861029885
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	10539.8789166547
UNGROUPED|s__Firmicutes_bacterium_AF16_15.t__SGB4993	1036.6244121224
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	1955.5836649429
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	22598.9093985754
UNGROUPED|s__GGB3109_SGB4119.t__SGB4119	2114.3088189101
UNGROUPED|s__GGB3321_SGB4394.t__SGB4394	933.4205399332
UNGROUPED|s__GGB3345_SGB4425.t__SGB4425_group	1030.2132392969
UNGROUPED|s__GGB35068_SGB47850.t__SGB47850	781.1854619569
UNGROUPED|s__GGB3550_SGB4746.t__SGB4746	996.0974437694
UNGROUPED|s__GGB3815_SGB5180.t__SGB5180	362.2853440221
UNGROUPED|s__GGB9561_SGB14972.t__SGB14972	1915.3444530843
UNGROUPED|s__GGB9581_SGB14999.t__SGB14999	1524.1756697569
UNGROUPED|s__GGB9715_SGB15265.t__SGB15265	590.3264593236
UNGROUPED|s__GGB9730_SGB15291.t__SGB15291	2908.2647557589
UNGROUPED|s__GGB9759_SGB15370.t__SGB15370	2039.2156709685
UNGROUPED|s__GGB9790_SGB15413.t__SGB15413	1006.3508944046
UNGROUPED|s__GGB9813_SGB15447.t__SGB15447	1825.6976036725
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	18330.5481736538
UNGROUPED|s__Gordonibacter_pamelaeae.t__SGB14807	2355.8252619028
UNGROUPED|s__Hydrogenoanaerobacterium_SGB53821.t__SGB53821	394.4493943807
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4781	1234.8278139255
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4782	1443.9657923864
UNGROUPED|s__Lachnospiraceae_bacterium_Marseille_Q4251.t__SGB4780	611.824158224
UNGROUPED|s__Lachnospiraceae_bacterium_NSJ_29.t__SGB25431	434.2069035365
UNGROUPED|s__Lacrimispora_amygdalina.t__SGB4716	1633.6046747191
UNGROUPED|s__Lawsonibacter_asaccharolyticus.t__SGB15154	501.2320579934
UNGROUPED|s__Mediterraneibacter_butyricigenes.t__SGB25493	2605.1453553162
UNGROUPED|s__Mediterraneibacter_glycyrrhizinilyticus.t__SGB4606	1623.16479361
UNGROUPED|s__Mogibacterium_diversum.t__SGB3922_group	226.3358794741
UNGROUPED|s__Mogibacterium_sp_BX12.t__SGB14854	1942.0267941636
UNGROUPED|s__Mogibacterium_sp_NSJ_24.t__SGB3961	1049.1608647365001
UNGROUPED|s__Oscillibacter_sp_ER4.t__SGB15254	2958.2429204581
UNGROUPED|s__Oscillospiraceae_bacterium_Marseille_Q3528.t__SGB4778	398.81094652400003
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	14378.6582415611
UNGROUPED|s__Phocaeicola_coprocola.t__SGB1891	2132.5455502238
UNGROUPED|s__Phocaeicola_coprophilus.t__SGB1888	1823.6562878709
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	11681.3459035724
UNGROUPED|s__Prevotella_copri_clade_A.t__SGB1626	7752.7357580681
UNGROUPED|s__Ruminococcus_gnavus.t__SGB4584	3531.2164801389
UNGROUPED|s__Ruminococcus_lactaris.t__SGB4557	5258.1019600058
UNGROUPED|s__Ruminococcus_torques.t__SGB4563	87158.7077470486
UNGROUPED|s__Ruminococcus_torques.t__SGB4608	2113.1632938184
UNGROUPED|s__Ruthenibacterium_lactatiformans.t__SGB15271	3481.9569870519
UNGROUPED|s__Solobacterium_SGB6828.t__SGB6828	252.670969101
UNGROUPED|s__Streptococcus_parasanguinis.t__SGB8071	1416.1642948892
UNGROUPED|s__Streptococcus_salivarius.t__SGB8007_group	1174.6618827477
UNGROUPED|s__Vescimonas_coprocola.t__SGB15089	627.1762417233
