# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210343
UNGROUPED	44388377.4227846
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	2870.6857190195
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	2980.5626985432
UNGROUPED|s__Alistipes_indistinctus.t__SGB2325	10054.5702511455
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	10566.7237248835
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	42844.4955064391
UNGROUPED|s__Alistipes_shahii.t__SGB2295	5953.3072304293
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	12501.2028894136
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	4980.191078877
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	1074.4596867499
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	7132.9921674678
UNGROUPED|s__Bacteroides_cellulosilyticus.t__SGB1844	6731.8726244415
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	6951.0168048781
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	4928.2903152838
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	19154.8326874327
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	7644.6027297019
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	10840.2421915633
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	6327.6022556605
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	10226.5538513968
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	2879.4934296547
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	1135.8409059184
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	2739.5596027431
UNGROUPED|s__Blautia_faecis.t__SGB4820	12063.6115398421
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	6124.5522845624
UNGROUPED|s__Blautia_obeum.t__SGB4811	12178.3723567091
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	27955.3682614464
UNGROUPED|s__Butyricicoccus_sp_AM29_23AC.t__SGB14991	3577.3976297807
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	25974.6489582747
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	3391.8110868394
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	1758.065286437
UNGROUPED|s__Clostridium_fessum.t__SGB4705	6497.8870554758
UNGROUPED|s__Clostridium_leptum.t__SGB14853	2211.1274544749
UNGROUPED|s__Clostridium_sp_1001270H_150608_G6.t__SGB5111	10806.9642217345
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	11125.0490261134
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	15735.4771377
UNGROUPED|s__Coprococcus_comes.t__SGB4577	3628.2542912593
UNGROUPED|s__Coprococcus_eutactus.t__SGB5121	4968.2285825964
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	7528.3949413942
UNGROUPED|s__Dorea_longicatena.t__SGB4581	7990.026877096
UNGROUPED|s__Dorea_longicatena.t__SGB4582	3712.7710687281
UNGROUPED|s__Escherichia_coli.t__SGB10068	643.2972857554
UNGROUPED|s__Eubacterium_ramulus.t__SGB4959	1953.687968853
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	48474.4354334388
UNGROUPED|s__Eubacterium_ventriosum.t__SGB5045	3772.7668927119
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	2957.443657463
UNGROUPED|s__Faecalibacterium_SGB15346.t__SGB15346	2975.7993291833
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	8199.4493416381
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15318	6849.5901829342
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	8449.0066729511
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	15899.071653941
UNGROUPED|s__Faecalicatena_fissicatena.t__SGB4871	459.2834229424
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	10207.0033488835
UNGROUPED|s__GGB1568_SGB2155.t__SGB2155	3700.2590678845
UNGROUPED|s__GGB3256_SGB4303.t__SGB4303	12910.4960010029
UNGROUPED|s__GGB3278_SGB4328.t__SGB4328	192.8783110551
UNGROUPED|s__GGB3304_SGB4367.t__SGB4367	14295.4898180208
UNGROUPED|s__GGB4552_SGB6276.t__SGB6276	6841.1889415897
UNGROUPED|s__GGB4599_SGB6362.t__SGB6362	5551.7823624566
UNGROUPED|s__GGB4684_SGB6478.t__SGB6478	8329.3522323356
UNGROUPED|s__GGB9595_SGB15019.t__SGB15019	8828.7691571393
UNGROUPED|s__GGB9627_SGB15081.t__SGB15081	1712.7046837066
UNGROUPED|s__GGB9642_SGB15119.t__SGB15119	154.5485866247
UNGROUPED|s__GGB9712_SGB15244.t__SGB15244	2856.0374715636
UNGROUPED|s__GGB9713_SGB15249.t__SGB15249	2097.9054361938
UNGROUPED|s__GGB9715_SGB15260.t__SGB15260	4371.518454662
UNGROUPED|s__GGB9715_SGB15265.t__SGB15265	8708.8775279517
UNGROUPED|s__GGB9730_SGB15291.t__SGB15291	7448.6749091612
UNGROUPED|s__GGB9760_SGB15374.t__SGB15374	1212.1692296257
UNGROUPED|s__GGB9813_SGB15447.t__SGB15447	7789.5261346629
UNGROUPED|s__Gemmiger_SGB15299.t__SGB15299	8828.2748204234
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	27188.6721507216
UNGROUPED|s__Lacrimispora_celerecrescens.t__SGB4868	2259.2738903424
UNGROUPED|s__Megasphaera_sp_AM44_1BH.t__SGB5853	9431.5613001235
UNGROUPED|s__Methanobrevibacter_smithii.t__SGB714	7371.7725699767
UNGROUPED|s__Odoribacter_splanchnicus.t__SGB1790	5342.4470407028
UNGROUPED|s__Oscillibacter_sp_ER4.t__SGB15254	11550.4937697756
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	14510.1917857445
UNGROUPED|s__Parabacteroides_merdae.t__SGB1949	24614.1054071112
UNGROUPED|s__Paraprevotella_clara.t__SGB1798	6774.5563735755
UNGROUPED|s__Phascolarctobacterium_succinatutens.t__SGB5763_group	15145.004045172
UNGROUPED|s__Phocaeicola_coprocola.t__SGB1891	6613.04641133
UNGROUPED|s__Phocaeicola_dorei.t__SGB1815	30195.0643651443
UNGROUPED|s__Phocaeicola_massiliensis.t__SGB1812	11619.4593160337
UNGROUPED|s__Phocaeicola_plebeius.t__SGB1903	16789.0018053038
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	10819.3425802681
UNGROUPED|s__Prevotella_copri_clade_A.t__SGB1626	74403.1518027235
UNGROUPED|s__Roseburia_faecis.t__SGB4925	20421.8658976643
UNGROUPED|s__Roseburia_hominis.t__SGB4936	3451.4143133769
UNGROUPED|s__Roseburia_inulinivorans.t__SGB4940	6171.7934806387
UNGROUPED|s__Roseburia_sp_AF02_12.t__SGB4938	5483.1013512054
UNGROUPED|s__Ruminococcus_bromii.t__SGB4285	16002.1519718111
UNGROUPED|s__Ruminococcus_callidus.t__SGB4422	9000.6529729077
UNGROUPED|s__Ruminococcus_torques.t__SGB4563	5544.1516581138
UNGROUPED|s__Ruminococcus_torques.t__SGB4608	2969.9009129601
UNGROUPED|s__Ruthenibacterium_lactatiformans.t__SGB15271	1406.4604902797
UNGROUPED|s__Vescimonas_coprocola.t__SGB15089	1247.782545528
UNGROUPED|s__Waltera_intestinalis.t__SGB4910	5580.697084882
UNGROUPED|unclassified	37328.9107423039
K00001	3.9005539932
K00001|s__Bifidobacterium_bifidum.t__SGB17256	2.8721118902
K00001|s__Roseburia_hominis.t__SGB4936	1.028442103
K00002	5.89686266
K00002|s__Blautia_massiliensis.t__SGB4826	1.9818656874
K00002|s__Blautia_obeum.t__SGB4811	3.9149969726
K00003	8.8460700771
K00003|s__Alistipes_finegoldii.t__SGB2301	0.645260906
K00003|s__Alistipes_shahii.t__SGB2295	1.7517105769
K00003|s__Anaerostipes_hadrus.t__SGB4540_group	1.9908570719
K00003|s__Bifidobacterium_adolescentis.t__SGB17244_group	2.4617201325
K00003|s__Bifidobacterium_longum.t__SGB17248	1.5541462041
K00003|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	0.160160105
K00003|unclassified	0.2822150807
K00005	12.2136999366
K00005|s__Anaerobutyricum_hallii.t__SGB4532	1.4382545701
K00005|s__Collinsella_aerofaciens.t__SGB14535_group	9.52656032
K00005|s__Escherichia_coli.t__SGB10068	0.3337243406
K00005|unclassified	0.9151607059
K00008	2.5043779944
K00008|s__Dorea_formicigenerans.t__SGB4575	0.5641083355
K00008|s__Ruminococcus_torques.t__SGB4563	0.39053654
K00008|unclassified	1.5497331188999999
K00009	3.0637444708
K00009|s__Alistipes_finegoldii.t__SGB2301	0.534652304
K00009|s__Anaerostipes_hadrus.t__SGB4540_group	1.9575722518
K00009|s__Escherichia_coli.t__SGB10068	0.1454965576
K00009|unclassified	0.4260233574
K00010	8.4510385937
K00010|s__Alistipes_shahii.t__SGB2295	2.0018874959
K00010|s__Anaerostipes_hadrus.t__SGB4540_group	0.4230479237
K00010|s__Bifidobacterium_bifidum.t__SGB17256	4.7242733047
K00010|unclassified	1.3018298693
K00012	22.4319500603
