# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210375
UNGROUPED	18037505.830851022
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	834.2193428756
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	4082.2451271681
UNGROUPED|s__Alistipes_SGB2313.t__SGB2313	7708.9454892345
UNGROUPED|s__Alistipes_dispar.t__SGB2311	359.0340999731
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	279.0679262026
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	836.3710959884
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	6700.5687297712
UNGROUPED|s__Alistipes_shahii.t__SGB2295	1506.9559141459
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	15427.8486762826
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	1192.0387488851
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	551.8216432427
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	912.8470748448
UNGROUPED|s__Bacteroides_finegoldii.t__SGB1862	14282.565254133
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	9294.8740172242
UNGROUPED|s__Bacteroides_intestinalis.t__SGB1846	2939.358102221
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	6490.5635673302
UNGROUPED|s__Bacteroides_salyersiae.t__SGB1857	6075.5955768618
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	40092.674985003
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	4778.2622717335
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	27821.9115159893
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	7568.9202374526
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	12913.0413090598
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	10413.9850916118
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	20593.5724477168
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	1103.603566919
UNGROUPED|s__Blautia_caecimuris.t__SGB4862	761.6403286685
UNGROUPED|s__Blautia_faecis.t__SGB4820	6906.1394860865
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	2034.8029400179
