# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210344
UNGROUPED	35934922.96364755
UNGROUPED|s__Actinomyces_dentalis.t__SGB15877	59.6274953821
UNGROUPED|s__Actinomyces_oris.t__SGB15878	77.4152843475
UNGROUPED|s__Actinomyces_sp_ICM47.t__SGB17167_group	137.4175705207
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	147.9957439538
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	2635.0764187992
UNGROUPED|s__Alistipes_communis.t__SGB2290	323.58684787
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	19.447984021499998
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	329.9517687504
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	8879.1291930736
UNGROUPED|s__Alistipes_shahii.t__SGB2295	780.1387320161
UNGROUPED|s__Alistipes_sp_AF17_16.t__SGB2326	1495.2000126357
UNGROUPED|s__Allisonella_histaminiformans.t__SGB5843	43.8080839505
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	8617.5583772457
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	4439.7581314654
UNGROUPED|s__Anaeromassilibacillus_sp_An250.t__SGB14894	2366.4916842472
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	6585.9783404286
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	2502.6675069621
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	2071.180840397
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	1779.666710257
UNGROUPED|s__Bacteroides_cellulosilyticus.t__SGB1844	855.4716047396
UNGROUPED|s__Bacteroides_intestinalis.t__SGB1846	1064.5694366572
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	2125.7969287539
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	3180.4831020581
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	1626.7440664048
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	8382.9523214344
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	3353.0666190975
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	1916.8566693403
UNGROUPED|s__Bifidobacterium_bifidum.t__SGB17256	1032.6000978141
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	11882.3888434343
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	39555.8920197168
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	2123.7649910001
UNGROUPED|s__Blautia_faecicola.t__SGB4867	638.9007851968
UNGROUPED|s__Blautia_faecis.t__SGB4820	2516.5718413085
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	1066.8253456292
UNGROUPED|s__Blautia_luti.t__SGB4832	5491.2876821248
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	3854.6494787198
UNGROUPED|s__Blautia_obeum.t__SGB4810	1110.7686521938
UNGROUPED|s__Blautia_obeum.t__SGB4811	4354.4433543242
UNGROUPED|s__Blautia_schinkii.t__SGB4825	3181.4208510141
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	5171.0559411274
UNGROUPED|s__Blautia_stercoris.t__SGB4788	2608.7193660007
UNGROUPED|s__Blautia_wexlerae.t__SGB4831	1389.5893822677
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	18784.1632635614
UNGROUPED|s__Butyricicoccus_sp_AM29_23AC.t__SGB14991	1100.3883559124
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	13133.6604777534
UNGROUPED|s__Citrobacter_freundii.t__SGB10083	89.5408914494
UNGROUPED|s__Citrobacter_freundii.t__SGB10084	143.0467262992
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	3500.6629986962
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4721	1352.9229535611
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4770	2902.3001182067
UNGROUPED|s__Clostridiaceae_bacterium_AF18_31LB.t__SGB4767	4238.7726691469
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q4143.t__SGB4768	3621.4801458583
UNGROUPED|s__Clostridiaceae_bacterium_Marseille_Q4149.t__SGB15091	508.0757497852
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	851.3149638393
UNGROUPED|s__Clostridiales_bacterium.t__SGB15143	413.73159598670003
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	1099.2770061635
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	1661.6165270059
UNGROUPED|s__Clostridium_SGB4751.t__SGB4751	379.274694883
UNGROUPED|s__Clostridium_SGB48024.t__SGB48024	2973.1151303621
UNGROUPED|s__Clostridium_SGB6173.t__SGB6173	478.2674682989
UNGROUPED|s__Clostridium_SGB6176.t__SGB6176	4.717518894
UNGROUPED|s__Clostridium_fessum.t__SGB4705	924.3058344119
UNGROUPED|s__Clostridium_leptum.t__SGB14853	13128.7340753883
UNGROUPED|s__Clostridium_saudiense.t__SGB6178	40.652569483600004
UNGROUPED|s__Clostridium_sp_1001270J_160509_D11.t__SGB6139	1017.0936293875
UNGROUPED|s__Clostridium_sp_AF27_2AA.t__SGB4712	1805.7816889815
UNGROUPED|s__Clostridium_sp_AF34_10BH.t__SGB4914	2725.018025772
UNGROUPED|s__Clostridium_sp_AF36_4.t__SGB4644	1171.7136201401
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	4027.0375782438
UNGROUPED|s__Clostridium_sp_AM42_4.t__SGB4709	7218.0767338194
UNGROUPED|s__Clostridium_sp_AM49_4BH.t__SGB4652	108.19150418219999
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	6846.6668812079
UNGROUPED|s__Coprococcus_SGB4669.t__SGB4669	780.617989953
UNGROUPED|s__Coprococcus_catus.t__SGB4670	211.2032131368
UNGROUPED|s__Coprococcus_comes.t__SGB4577	2938.2788992383
UNGROUPED|s__Coprococcus_eutactus.t__SGB5117	478.71827894850003
UNGROUPED|s__Desulfovibrio_piger.t__SGB15467	0.6178685482
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	240.9218151963
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	5514.8759459222
UNGROUPED|s__Dorea_longicatena.t__SGB4581	1401.1016462609
UNGROUPED|s__Dorea_longicatena.t__SGB4582	5250.7692519988
UNGROUPED|s__Dorea_sp_AF24_7LB.t__SGB4571	5508.0875374328
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	1275.0527223917
UNGROUPED|s__Dysosmobacter_sp_BX15.t__SGB15053	1878.7495794811
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	1717.1572692003
UNGROUPED|s__Escherichia_coli.t__SGB10068	2969.7129510867
UNGROUPED|s__Eubacteriaceae_bacterium.t__SGB3958	788.2197578304
UNGROUPED|s__Eubacteriaceae_bacterium.t__SGB5043	4926.3553853449
UNGROUPED|s__Eubacterium_ramulus.t__SGB4959	4261.0234064079
UNGROUPED|s__Eubacterium_ramulus.t__SGB4960	9002.8965976262
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	62285.2809391129
UNGROUPED|s__Eubacterium_sp_AF34_35BH.t__SGB5051	5874.6716547538
UNGROUPED|s__Eubacterium_ventriosum.t__SGB5045	5963.2086748738
UNGROUPED|s__Evtepia_gabavorous.t__SGB15120	16.6592601157
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	7481.2373400921
UNGROUPED|s__Faecalibacterium_SGB15346.t__SGB15346	14790.7933247517
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	24148.9226435462
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15317	6559.2448532205
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15318	57743.5001177207
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	24209.2195023063
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	162452.4739969489
UNGROUPED|s__Faecalicatena_fissicatena.t__SGB4871	6419.8491815322
UNGROUPED|s__Firmicutes_bacterium_AF16_15.t__SGB4993	1798.1968403425
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	1421.3648463431
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	18244.4609406786
UNGROUPED|s__GGB2653_SGB3574.t__SGB3574	2139.9881039878
UNGROUPED|s__GGB3109_SGB4121.t__SGB4121	503.1151627746
UNGROUPED|s__GGB3278_SGB4328.t__SGB4328	4704.4461827827
UNGROUPED|s__GGB3341_SGB4420.t__SGB4420	2892.0187381504
UNGROUPED|s__GGB3345_SGB4425.t__SGB4425_group	130.5091791473
UNGROUPED|s__GGB33469_SGB15236.t__SGB15236	122.2994895379
UNGROUPED|s__GGB3363_SGB4447.t__SGB4447	1315.5266371335
UNGROUPED|s__GGB33928_SGB15225.t__SGB15225	742.8305126193001
UNGROUPED|s__GGB3524_SGB4704.t__SGB4704	1334.2397627681
UNGROUPED|s__GGB3815_SGB5180.t__SGB5180	171.6630198737
UNGROUPED|s__GGB4456_SGB6141.t__SGB6141	683.7370625226
UNGROUPED|s__GGB4552_SGB6276.t__SGB6276	46.1259534044
UNGROUPED|s__GGB4651_SGB6438.t__SGB6438	10.9773235232
UNGROUPED|s__GGB4684_SGB6478.t__SGB6478	1.2334549861
UNGROUPED|s__GGB51441_SGB71759.t__SGB71759	771.5213917876
UNGROUPED|s__GGB51647_SGB4348.t__SGB4348	534.1143961767
UNGROUPED|s__GGB9468_SGB14861.t__SGB14861	604.3894402715
UNGROUPED|s__GGB9602_SGB15031.t__SGB15031	473.4735722758
UNGROUPED|s__GGB9627_SGB15081.t__SGB15081	3820.9702827822
UNGROUPED|s__GGB9642_SGB15119.t__SGB15119	2608.370296566
UNGROUPED|s__GGB9699_SGB15216.t__SGB15216	518.2687962816
UNGROUPED|s__GGB9713_SGB15249.t__SGB15249	1028.1722210594
UNGROUPED|s__GGB9715_SGB15260.t__SGB15260	430.0459300899
UNGROUPED|s__GGB9715_SGB15265.t__SGB15265	6910.2468761568
UNGROUPED|s__GGB9730_SGB15291.t__SGB15291	7075.8456950173
UNGROUPED|s__GGB9760_SGB15373.t__SGB15373	270.3606714088
UNGROUPED|s__GGB9760_SGB15374.t__SGB15374	2341.4862689414
UNGROUPED|s__Gemmiger_SGB15295.t__SGB15295	4519.0616000037
UNGROUPED|s__Gemmiger_SGB15299.t__SGB15299	3605.562072208
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	30986.2164280477
UNGROUPED|s__Gordonibacter_pamelaeae.t__SGB14807	916.8254765343
UNGROUPED|s__Hafnia_alvei.t__SGB10209	93.4499765419
UNGROUPED|s__Intestinibacter_bartlettii.t__SGB6140	127.917302108
UNGROUPED|s__Klebsiella_pneumoniae.t__SGB10115	276.4133000812
UNGROUPED|s__Klebsiella_variicola.t__SGB10114	91.6470237086
UNGROUPED|s__Lachnospira_eligens.t__SGB5082	2856.247635546
UNGROUPED|s__Lachnospira_pectinoschiza.t__SGB5075	448.2499745477
UNGROUPED|s__Lachnospira_sp_NSJ_43.t__SGB5087	978.920481692
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4781	702.1332920704
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4782	891.3970288855
UNGROUPED|s__Lachnospiraceae_bacterium_AM48_27BH.t__SGB4706	969.8796834099
UNGROUPED|s__Lachnospiraceae_bacterium_Marseille_Q4251.t__SGB4780	688.0341274978
UNGROUPED|s__Lacrimispora_amygdalina.t__SGB4716	327.8478184476
UNGROUPED|s__Lacrimispora_celerecrescens.t__SGB4868	955.0110393382
UNGROUPED|s__Lawsonibacter_asaccharolyticus.t__SGB15154	223.3905279016
UNGROUPED|s__Mediterraneibacter_butyricigenes.t__SGB25493	3833.4871887289
UNGROUPED|s__Megamonas_funiformis.t__SGB6962	17.673855012
UNGROUPED|s__Mogibacterium_diversum.t__SGB3922_group	17.4636562817
UNGROUPED|s__Monoglobus_pectinilyticus.t__SGB4166	877.328059425
UNGROUPED|s__Odoribacter_splanchnicus.t__SGB1790	1151.7841546611
UNGROUPED|s__Oscillibacter_sp_ER4.t__SGB15254	9952.557396165
UNGROUPED|s__Oscillospiraceae_bacterium_Marseille_Q3528.t__SGB4778	850.7388364352
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	3097.5675928944
UNGROUPED|s__Parasutterella_SGB9260.t__SGB9260	250.6091419987
UNGROUPED|s__Parasutterella_excrementihominis.t__SGB9262	69.0631549119
UNGROUPED|s__Phascolarctobacterium_faecium.t__SGB5792	107.3763742127
UNGROUPED|s__Phocaeicola_coprocola.t__SGB1891	10640.6196112335
UNGROUPED|s__Phocaeicola_massiliensis.t__SGB1812	2860.3887611339
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	3264.4345628537
UNGROUPED|s__Romboutsia_timonensis.t__SGB6148	347.5394071118
UNGROUPED|s__Roseburia_faecis.t__SGB4925	13855.2265901829
UNGROUPED|s__Roseburia_hominis.t__SGB4936	931.4221369665
UNGROUPED|s__Roseburia_intestinalis.t__SGB4951	2125.3591688834
UNGROUPED|s__Roseburia_inulinivorans.t__SGB4940	45437.7418402197
UNGROUPED|s__Roseburia_sp_AM16_25.t__SGB4957	1594.7893580311
UNGROUPED|s__Ruminococcus_bicirculans.t__SGB4262	116.5278938998
UNGROUPED|s__Ruminococcus_bromii.t__SGB4285	372.4721953634
UNGROUPED|s__Ruminococcus_gnavus.t__SGB4584	2079.8708391419
UNGROUPED|s__Ruminococcus_sp_AF13_28.t__SGB4834	11853.3873259458
UNGROUPED|s__Ruminococcus_torques.t__SGB4563	14360.9125786971
UNGROUPED|s__Ruminococcus_torques.t__SGB4608	1655.6559176856001
UNGROUPED|s__Ruthenibacterium_lactatiformans.t__SGB15271	7002.8419591773
UNGROUPED|s__Streptococcus_rubneri.t__SGB8056	35.2750752846
UNGROUPED|s__Streptococcus_salivarius.t__SGB8007_group	432.3873404033
UNGROUPED|s__Streptococcus_thermophilus.t__SGB8002	52.9917245898
