# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210358
UNGROUPED	29545755.034837585
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	1718.7999508128
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	1788.1171505441
UNGROUPED|s__Akkermansia_muciniphila.t__SGB9226	2769.8277971395
UNGROUPED|s__Alistipes_communis.t__SGB2290	1809.2394042975
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	1211.4898970917
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	499.2373303231
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	1528.4470230884
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	8520.3816507195
UNGROUPED|s__Alistipes_senegalensis.t__SGB2296	4274.305698971
UNGROUPED|s__Alistipes_shahii.t__SGB2295	3980.739947398
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	7935.0254234161
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	3929.7760609352
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	6209.8392832029
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4547	1062.7473670626
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	949.4351678435
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	2947.3921543253
UNGROUPED|s__Bacteroides_cellulosilyticus.t__SGB1844	11705.1268319748
UNGROUPED|s__Bacteroides_nordii.t__SGB1858	5257.644629488
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	9625.8887938331
UNGROUPED|s__Bacteroides_salyersiae.t__SGB1857	18986.1531518945
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	11216.7365258615
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	50257.9731492981
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	8493.0509748554
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	5451.8639105216
