# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210379
UNGROUPED	34314277.401846185
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	1928.354998657
UNGROUPED|s__Alistipes_communis.t__SGB2290	3827.4946407766
UNGROUPED|s__Alistipes_finegoldii.t__SGB2301	2327.1799905993
UNGROUPED|s__Alistipes_ihumii.t__SGB2328	2117.6471096272
UNGROUPED|s__Alistipes_indistinctus.t__SGB2325	404.3989187215
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	11162.8529110755
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	35957.7516864815
UNGROUPED|s__Alistipes_shahii.t__SGB2295	3116.3417557374
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	11961.5962163792
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	1586.8705802043
UNGROUPED|s__Anaerotignum_faecicola.t__SGB5190	777.474789773
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	5866.0635883525
UNGROUPED|s__Bacteroides_cellulosilyticus.t__SGB1844	3171.2678235358
UNGROUPED|s__Bacteroides_eggerthii.t__SGB1829	14824.8615599048
UNGROUPED|s__Bacteroides_finegoldii.t__SGB1862	12676.8709096083
UNGROUPED|s__Bacteroides_nordii.t__SGB1858	6797.7998984494
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	25404.3908813159
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	21327.8765866425
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	4253.5160589483
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	40642.9779637578
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	12553.2093372786
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	3389.9955304024
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	15440.1235143911
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	4431.6998739061
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	5847.0971229056
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	5002.1529817364
UNGROUPED|s__Blautia_faecis.t__SGB4820	4488.7874050968
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	2165.1817917503
UNGROUPED|s__Blautia_obeum.t__SGB4810	1183.0979615305
UNGROUPED|s__Blautia_obeum.t__SGB4811	4800.4687871436
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	4134.2470992303
UNGROUPED|s__Blautia_stercoris.t__SGB4788	1281.5067422952
UNGROUPED|s__Blautia_wexlerae.t__SGB4831	1688.9855068082
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	18796.7467575663
UNGROUPED|s__Butyricimonas_faecihominis.t__SGB1786	1401.9182943693
UNGROUPED|s__Butyricimonas_paravirosa.t__SGB1785	1167.6213666558
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	20272.6718319966
UNGROUPED|s__Citrobacter_freundii.t__SGB10084	1298.5321241155
UNGROUPED|s__Clostridia_bacterium_UC5_1_1D1.t__SGB14995	819.1069817193
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	4170.783430407
