# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210348
UNGROUPED	20225746.369151294
UNGROUPED|s__Actinomyces_SGB17168.t__SGB17168	342.3183229163
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	2108.3898370768998
UNGROUPED|s__Akkermansia_muciniphila.t__SGB9226	31807.9774517355
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	1885.0253900634
UNGROUPED|s__Alistipes_shahii.t__SGB2295	431.0225265982
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	11649.5513615611
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	14894.9742782467
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	16746.644051236
UNGROUPED|s__Bacteroides_cellulosilyticus.t__SGB1844	2727.8730297038
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	5107.1577466632
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	1430.169789887
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	2100.0852452767
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	3967.4902594254
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	6458.9954903489
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	26539.1393960335
UNGROUPED|s__Blautia_SGB4815.t__SGB4815	5939.8974800221
UNGROUPED|s__Blautia_faecis.t__SGB4820	13308.7154887529
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	2785.0649589531
UNGROUPED|s__Blautia_luti.t__SGB4832	19000.1967311553
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	21235.1197887397
UNGROUPED|s__Blautia_obeum.t__SGB4810	75825.497542993
UNGROUPED|s__Blautia_obeum.t__SGB4811	7915.7592231532
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	10104.7170518778
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	39340.8831784827
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	21817.5424898797
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	1188.9881931863
UNGROUPED|s__Clostridiaceae_bacterium_AF18_31LB.t__SGB4767	3652.7259807587
UNGROUPED|s__Clostridiales_bacterium.t__SGB15159	627.1887483726
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	2478.0790121471
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	2511.7195087768
UNGROUPED|s__Clostridium_fessum.t__SGB4705	9977.1323351538
UNGROUPED|s__Clostridium_sp_AF27_2AA.t__SGB4712	2208.6649054494
UNGROUPED|s__Clostridium_sp_AF34_10BH.t__SGB4914	2443.8607880657
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	3474.4175814127
UNGROUPED|s__Coprococcus_SGB4669.t__SGB4669	1796.9850953865
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	9940.9617343544
UNGROUPED|s__Dorea_longicatena.t__SGB4582	14469.4296937719
UNGROUPED|s__Dorea_sp_AF24_7LB.t__SGB4571	10701.2189619502
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	3948.4001629077
UNGROUPED|s__Eggerthella_sinensis.t__SGB14810	338.40935850889997
UNGROUPED|s__Enterocloster_bolteae.t__SGB4758	2590.958236898
UNGROUPED|s__Eubacteriaceae_bacterium.t__SGB5043	11315.6699506091
UNGROUPED|s__Eubacterium_ramulus.t__SGB4960	18478.4569100712
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	143900.6077933419
UNGROUPED|s__Eubacterium_sp_AF34_35BH.t__SGB5051	8431.9931328942
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	24966.2636644235
UNGROUPED|s__Faecalibacterium_SGB15346.t__SGB15346	887.9474663531
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15323	13715.3749375178
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	2132.5039751815
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	4683.3275916764
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	2177.6025614654
UNGROUPED|s__Fructilactobacillus_sanfranciscensis.t__SGB7164	96.8856400724
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	19641.0899650299
UNGROUPED|s__GGB3109_SGB4119.t__SGB4119	2609.940457955
UNGROUPED|s__GGB3277_SGB4327.t__SGB4327	18218.4365505433
UNGROUPED|s__GGB3363_SGB4448.t__SGB4448	2787.3918890661
UNGROUPED|s__GGB3550_SGB4746.t__SGB4746	758.9900072434
