# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210368
UNGROUPED	18325269.664016407
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	900.8883152373
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	3938.6419138838
UNGROUPED|s__Alistipes_communis.t__SGB2290	2009.4656670344
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	19049.8046894215
UNGROUPED|s__Alistipes_shahii.t__SGB2295	4831.8894291618
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	7106.6122622448
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	3473.3627957115
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	2679.6770763393
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	13209.6446983225
UNGROUPED|s__Bacteroides_faecis.t__SGB1860	22624.4818200762
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	6358.0412392479
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	23576.0171080384
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	5922.2234081771
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	56362.9985079499
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	16577.963087626
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	7001.8218752802995
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	5101.6677406624
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	2715.5202561495
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	3526.0285012179
UNGROUPED|s__Blautia_faecicola.t__SGB4867	4283.1229549603
UNGROUPED|s__Blautia_faecis.t__SGB4820	4017.851350173
UNGROUPED|s__Blautia_glucerasea.t__SGB4816	2312.7775909811
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	3191.866838086
UNGROUPED|s__Blautia_obeum.t__SGB4810	8983.9475866304
UNGROUPED|s__Blautia_obeum.t__SGB4811	7354.6958242609
UNGROUPED|s__Blautia_sp_Marseille_P3087.t__SGB4813	5326.392834268
