# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210360
UNGROUPED	19316084.422571585
UNGROUPED|s__Adlercreutzia_equolifaciens.t__SGB14798	1860.7570687251
UNGROUPED|s__Agathobaculum_butyriciproducens.t__SGB14993	1257.0966541508
UNGROUPED|s__Alistipes_onderdonkii.t__SGB2303	699.803041887
UNGROUPED|s__Alistipes_putredinis.t__SGB2318	5413.7676141792
UNGROUPED|s__Alistipes_shahii.t__SGB2295	1963.4683600254
UNGROUPED|s__Anaerobutyricum_hallii.t__SGB4532	11045.8775865026
UNGROUPED|s__Anaerobutyricum_soehngenii.t__SGB4537	5734.2518402656
UNGROUPED|s__Anaerostipes_hadrus.t__SGB4540_group	10293.1801151604
UNGROUPED|s__Bacteroides_caccae.t__SGB1877	2485.6636385406
UNGROUPED|s__Bacteroides_eggerthii.t__SGB1829	1490.4172802009
UNGROUPED|s__Bacteroides_finegoldii.t__SGB1862	3923.3210786904
UNGROUPED|s__Bacteroides_fragilis.t__SGB1855	1522.6148159081
UNGROUPED|s__Bacteroides_ovatus.t__SGB1871	3361.267434843
UNGROUPED|s__Bacteroides_stercoris.t__SGB1830	4196.4731008108
UNGROUPED|s__Bacteroides_thetaiotaomicron.t__SGB1861	1334.3803787688
UNGROUPED|s__Bacteroides_uniformis.t__SGB1836	10564.5216016483
UNGROUPED|s__Bacteroides_xylanisolvens.t__SGB1867	2785.7731242038
UNGROUPED|s__Barnesiella_intestinihominis.t__SGB1965	1447.5002900981
UNGROUPED|s__Bifidobacterium_adolescentis.t__SGB17244_group	43321.0640854972
UNGROUPED|s__Bifidobacterium_longum.t__SGB17248	7716.9755280865
UNGROUPED|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	16852.1925209928
UNGROUPED|s__Bilophila_wadsworthia.t__SGB15452	349.4628092047
UNGROUPED|s__Blautia_faecis.t__SGB4820	4593.650284319
UNGROUPED|s__Blautia_massiliensis.t__SGB4826	20701.3916541786
UNGROUPED|s__Blautia_obeum.t__SGB4810	2253.2410470649
UNGROUPED|s__Blautia_obeum.t__SGB4811	4284.7987609571
UNGROUPED|s__Blautia_sp_OF03_15BH.t__SGB4779	1839.8397338517
UNGROUPED|s__Blautia_stercoris.t__SGB4788	2900.8784572837
UNGROUPED|s__Blautia_wexlerae.t__SGB4837	23239.2208740757
UNGROUPED|s__Butyricicoccus_sp_AM29_23AC.t__SGB14991	2335.9263359094
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	133816.4198462166
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	1270.8810367542999
UNGROUPED|s__Clostridiaceae_bacterium_AF18_31LB.t__SGB4767	5576.4994040043
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	309.183864999
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	2447.7010889493
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	899.9614929673
UNGROUPED|s__Clostridium_fessum.t__SGB4705	4345.2681817989
UNGROUPED|s__Clostridium_leptum.t__SGB14853	447.9046690211
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	1901.163487418
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	18382.3293808806
UNGROUPED|s__Collinsella_intestinalis.t__SGB14741	181.2031947723
UNGROUPED|s__Coprococcus_SGB4669.t__SGB4669	626.7359136219
UNGROUPED|s__Coprococcus_catus.t__SGB4670	499.2351243501
UNGROUPED|s__Coprococcus_comes.t__SGB4577	4106.5097582432
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	5653.4496607743
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	5838.1845730285
UNGROUPED|s__Dorea_longicatena.t__SGB4581	4804.5057844268
UNGROUPED|s__Dorea_longicatena.t__SGB4582	2932.2677412376
UNGROUPED|s__Dorea_sp_AF24_7LB.t__SGB4571	6308.056259188
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	1782.8785599481
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	449.391996605
UNGROUPED|s__Escherichia_coli.t__SGB10068	307.8700943802
UNGROUPED|s__Eubacterium_ramulus.t__SGB4960	9333.2832020809
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	77780.8010617699
UNGROUPED|s__Eubacterium_ventriosum.t__SGB5045	1443.6139376513
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	4925.2061566965
UNGROUPED|s__Faecalibacterium_SGB15315.t__SGB15315	4075.6487857184998
UNGROUPED|s__Faecalibacterium_SGB15346.t__SGB15346	8522.5145267111
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	20930.3477214788
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15317	6255.1325410557
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15318	27946.7032341215
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	23280.1711239437
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	17966.8476820668
UNGROUPED|s__Faecalicatena_fissicatena.t__SGB4871	7458.2173255408
UNGROUPED|s__Firmicutes_bacterium_AF16_15.t__SGB4993	1402.4762086916
UNGROUPED|s__Fructilactobacillus_sanfranciscensis.t__SGB7164	474.4934051666
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	13614.2120551921
UNGROUPED|s__GGB3256_SGB4303.t__SGB4303	6359.398347682
UNGROUPED|s__GGB3278_SGB4328.t__SGB4328	1620.3340519021
UNGROUPED|s__GGB3345_SGB4425.t__SGB4425_group	1736.7769053681
UNGROUPED|s__GGB3363_SGB4447.t__SGB4447	3596.5622313154
UNGROUPED|s__GGB35068_SGB47850.t__SGB47850	604.1068260033001
UNGROUPED|s__GGB3740_SGB5077.t__SGB5077	757.5818336959
UNGROUPED|s__GGB3746_SGB5089.t__SGB5089	891.6267627723
UNGROUPED|s__GGB4604_SGB6371.t__SGB6371	2057.4547306959
UNGROUPED|s__GGB51647_SGB4348.t__SGB4348	3249.9545556737
UNGROUPED|s__GGB9365_SGB14341.t__SGB14341	459.8988046291
UNGROUPED|s__GGB9561_SGB14972.t__SGB14972	1534.8091758072
UNGROUPED|s__GGB9627_SGB15081.t__SGB15081	1059.0511341205
UNGROUPED|s__GGB9715_SGB15265.t__SGB15265	569.3296001251
UNGROUPED|s__GGB9730_SGB15291.t__SGB15291	16043.2305114742
UNGROUPED|s__GGB9759_SGB15370.t__SGB15370	3090.4634546977
UNGROUPED|s__Gemmiger_SGB15295.t__SGB15295	8463.6902969997
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	35763.4399161872
UNGROUPED|s__Lachnospira_pectinoschiza.t__SGB5075	1032.0216200528
UNGROUPED|s__Lachnospiraceae_bacterium_Marseille_Q4251.t__SGB4780	889.8250253867
UNGROUPED|s__Lacrimispora_amygdalina.t__SGB4716	854.4823336482
UNGROUPED|s__Lacrimispora_celerecrescens.t__SGB4868	2333.894060765
UNGROUPED|s__Megasphaera_sp_NM10.t__SGB5858	9088.0678538985
UNGROUPED|s__Oscillibacter_sp_ER4.t__SGB15254	1424.2461275671
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	2667.1337684099
UNGROUPED|s__Parabacteroides_merdae.t__SGB1949	3215.7235867681
UNGROUPED|s__Parasutterella_SGB9260.t__SGB9260	5288.8380694048
UNGROUPED|s__Phascolarctobacterium_faecium.t__SGB5792	3701.2925663056
UNGROUPED|s__Phocaeicola_plebeius.t__SGB1903	26511.2272629976
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	30730.0063960536
UNGROUPED|s__Roseburia_hominis.t__SGB4936	1138.1982332915
UNGROUPED|s__Roseburia_intestinalis.t__SGB4951	7995.6162229403
UNGROUPED|s__Roseburia_inulinivorans.t__SGB4940	14521.8516200866
UNGROUPED|s__Ruminococcus_bicirculans.t__SGB4262	2771.7829568056
UNGROUPED|s__Ruminococcus_bromii.t__SGB4285	53315.3048489344
UNGROUPED|s__Ruminococcus_sp_AF13_28.t__SGB4834	14442.0973824091
UNGROUPED|s__Ruminococcus_sp_AF41_9.t__SGB25497	5316.3485418759
UNGROUPED|s__Ruminococcus_torques.t__SGB4563	7137.8203952577
UNGROUPED|s__Streptococcus_parasanguinis.t__SGB8071	609.7253459905
UNGROUPED|s__Streptococcus_salivarius.t__SGB8007_group	677.3498263986
UNGROUPED|s__Streptococcus_thermophilus.t__SGB8002	6876.9078075035
UNGROUPED|s__Veillonella_parvula.t__SGB6939	317.7815871255
UNGROUPED|s__Vescimonas_coprocola.t__SGB15089	454.9562790791
UNGROUPED|unclassified	13303.1665160046
K00001	4.9987733127
K00001|s__Megasphaera_sp_NM10.t__SGB5858	4.631442445
K00001|s__Roseburia_hominis.t__SGB4936	0.3673308677
K00002	5.8020707
K00002|s__Blautia_massiliensis.t__SGB4826	5.2440198485
K00002|s__Blautia_obeum.t__SGB4810	0.1102423237
K00002|s__Blautia_obeum.t__SGB4811	0.3464758746
K00002|s__Ruminococcus_sp_AF13_28.t__SGB4834	0.1013326532
K00003	33.9441114346
